id,Source,worth BUSD, worthChange millions USD
6041,Gambling & Casinos  ==> casinos,3,0
2570,Manufacturing  ==> hair dryers,3,0
4649,Real Estate  ==> real estate,3,0
9248,Finance and Investments  ==> investments,3,0
3907,Finance and Investments  ==> tech investments,3,0
2754,Healthcare  ==> pharmaceuticals,3,0
8740,Healthcare  ==> pharmaceuticals,3,0
2269,Healthcare  ==> pharmaceuticals,3,0
2122,Real Estate  ==> real estate,3,-8
3950,Diversified  ==> diversified,3,0
9565,Fashion & Retail  ==> sports retailing,3,0
8576,Healthcare  ==> pharmaceuticals,3,0
8120,Energy  ==> oil,3,0
1268,Healthcare  ==> vaccine production,3,0
3713,Finance and Investments  ==> money management,3,0
6235,Finance and Investments  ==> money management,3,0
7624,Finance and Investments  ==> investments,3,0
8881,Healthcare  ==> pharmaceuticals,3,0
6367,Manufacturing  ==> manufacturing,3,0
5620,Healthcare  ==> biotech,3,0
3755,"Diversified  ==> drilling, shipping",3,6
3292,Diversified  ==> consumer goods,3,0
6977,Food and Beverage  ==> pig breeding,3,0
2280,Fashion & Retail  ==> fashion retail,3,0
2439,Energy  ==> energy,3,0
4687,Finance and Investments  ==> discount brokerage,3,0
7416,Media & Entertainment  ==> Movies,3,0
9707,Automotive  ==> auto parts,3,0
9911,Logistics  ==> cruise ships,3,0
5703,Healthcare  ==> pharmaceuticals,3,0
7718,Real Estate  ==> real estate,3,0
4260,Real Estate  ==> real estate,3,0
5699,Manufacturing  ==> chemicals,3,0
6614,"Fashion & Retail  ==> fashion retail, investments",3,0
7570,"Fashion & Retail  ==> fashion retail, investments",3,0
6269,"Fashion & Retail  ==> fashion retail, investments",3,0
7928,"Fashion & Retail  ==> fashion retail, investments",3,0
7041,Healthcare  ==> hospitals,3,0
6174,Manufacturing  ==> paints,3,0
6936,Fashion & Retail  ==> retail,3,0
9931,Sports  ==> Formula One,3,0
8337,Technology  ==> health IT,3,0
2579,"Real Estate  ==> real estate, finance",3,0
4562,Finance and Investments  ==> private equity,3,0
9078,Energy  ==> oil,3,0
4571,Construction & Engineering  ==> engineering,3,0
5571,Service  ==> airport,3,0
7991,Finance and Investments  ==> venture capital,3,0
5612,Real Estate  ==> real estate,3,0
6853,Media & Entertainment  ==> movie making,3,0
3794,"Diversified  ==> retail, real estate",3,0
7134,"Service  ==> hotels, investments",3,0
9229,"Finance and Investments  ==> hotels, investments",3,0
8329,"Manufacturing  ==> manufacturing, investments",3,0
8051,"Logistics  ==> shipping, seafood",3,0
3108,"Finance and Investments  ==> banking, real estate",3,0
2944,Real Estate  ==> real estate,3,0
8903,Diversified  ==> diversified,3,0
2588,Diversified  ==> diversified,3,0
7970,Food and Beverage  ==> meat processing,3,0
1887,Energy  ==> energy,3,0
7401,Metals & Mining  ==> metals,3,0
8677,"Construction & Engineering  ==> engineering, construction",3,0
3452,"Construction & Engineering  ==> engineering, construction",3,0
1575,Technology  ==> software,3,0
2512,Construction & Engineering  ==> construction,3,0
9068,Manufacturing  ==> chemicals,3,0
2397,Technology  ==> software,3,0
8682,"Logistics  ==> logistics, real estate",3,0
5758,"Fashion & Retail  ==> gas stations, retail",3,0
4219,Fashion & Retail  ==> retail,3,0
2372,Technology  ==> navigation equipment,3,0
8688,Technology  ==> internet search,3,0
3162,Healthcare  ==> medical devices,3,0
8456,"Logistics  ==> real estate, airport",3,0
8906,Finance and Investments  ==> finance,3,0
2861,Diversified  ==> diversified,3,0
8514,Gambling & Casinos  ==> gambling software,3,3
6313,Telecom  ==> telecom,3,0
3754,"Logistics  ==> real estate, airport",3,0
9135,Diversified  ==> diversified,3,0
9964,Real Estate  ==> real estate,3,0
9265,Construction & Engineering  ==> construction,3,0
4779,"Gambling & Casinos  ==> casinos, hotels",3,0
3773,"Metals & Mining  ==> mining, metals",3,0
9571,"Automotive  ==> auto dealers, investments",3,0
7863,Finance and Investments  ==> hedge funds,3,0
6582,"Energy  ==> oil, investments",3,0
7619,Fashion & Retail  ==> retail,3,0
3471,Healthcare  ==> medical equipment,3,0
9868,"Finance and Investments  ==> insurance, beverages",3,0
7946,"Gambling & Casinos  ==> casinos, property, energy",3,0
1726,Real Estate  ==> real estate,3,0
3016,Manufacturing  ==> paints,3,0
7831,Service  ==> airline,3,0
7760,Technology  ==> LinkedIn,3,0
5037,Media & Entertainment  ==> cable television,3,0
2857,Real Estate  ==> real estate,3,0
4644,"Real Estate  ==> hotels, motels",3,0
5316,Finance and Investments  ==> investments,3,0
7891,Real Estate  ==> real estate,3,0
7968,Finance and Investments  ==> investments,3,0
7902,Manufacturing  ==> aluminum products,3,0
7860,Manufacturing  ==> chemicals,3,0
5565,Food and Beverage  ==> Campbell Soup,3,0
8458,Technology  ==> semiconductors,3,0
1745,Real Estate  ==> real estate,3,0
2925,Healthcare  ==> medical equipment,3,0
5296,Finance and Investments  ==> real estate,3,0
2762,Food and Beverage  ==> flavorings,3,0
4854,Media & Entertainment  ==> media,3,0
1982,Fashion & Retail  ==> luxury goods,3,0
7958,Real Estate  ==> real estate,3,0
8010,Food and Beverage  ==> restaurants,3,0
4887,Technology  ==> software,3,0
1137,Finance and Investments  ==> hedge funds,3,0
3468,"Fashion & Retail  ==> hair products, tequila",3,0
7596,Finance and Investments  ==> investments,3,0
7989,Food and Beverage  ==> beer,3,0
3279,Finance and Investments  ==> finance,3,0
3753,Service  ==> payroll services,3,-4
3608,Construction & Engineering  ==> engineering,3,0
7961,Technology  ==> acoustic components,3,0
7892,Gambling & Casinos  ==> lotteries,3,0
6880,Fashion & Retail  ==> furniture retailing,3,0
8830,Finance and Investments  ==> banking,3,1
4127,Finance and Investments  ==> banking,3,1
1412,"Diversified  ==> banking, shipping",3,0
4774,Finance and Investments  ==> hedge funds,3,0
3913,Automotive  ==> tires,3,0
3742,Energy  ==> energy,3,0
4148,Healthcare  ==> pharmaceuticals,3,0
7007,Manufacturing  ==> prosthetics,3,0
1811,Service  ==> logistics,3,0
1430,Finance and Investments  ==> hedge funds,3,0
5040,Fashion & Retail  ==> luxury goods,3,0
9235,Finance and Investments  ==> private equity,3,0
2493,"Media & Entertainment  ==> TV network, investments",3,2
9516,Finance and Investments  ==> banking,3,0
1297,Fashion & Retail  ==> retail,3,0
5182,"Energy  ==> oil & gas, investments",3,0
3414,Automotive  ==> U-Haul,3,0
7816,Finance and Investments  ==> investments,3,0
2885,Finance and Investments  ==> finance,3,0
8690,Finance and Investments  ==> finance,3,0
5519,Technology  ==> drones,3,0
1049,Technology  ==> eBay,3,-2
9747,"Energy  ==> oil, real estate",3,0
4140,Fashion & Retail  ==> fashion retail,3,0
9178,Healthcare  ==> pharmaceuticals,3,0
3429,Media & Entertainment  ==> online media,3,0
7538,Technology  ==> Twitter,3,0
5570,Real Estate  ==> real estate,3,0
5036,Real Estate  ==> real estate,3,0
7060,Real Estate  ==> real estate,3,0
5156,Real Estate  ==> real estate,3,0
1086,Diversified  ==> pharmacies,3,0
5192,Real Estate  ==> real estate,3,0
4978,Metals & Mining  ==> mining,3,0
2600,Logistics  ==> package delivery,3,0
1438,Gambling & Casinos  ==> gambling,3,0
2689,Food and Beverage  ==> cheese,3,0
8691,Diversified  ==> conglomerate,3,0
9967,Fashion & Retail  ==> retail,3,0
6298,Diversified  ==> airlines,3,0
3056,Diversified  ==> diversified,3,0
7450,Manufacturing  ==> kitchen appliances,3,0
7320,Food and Beverage  ==> Food & Beverage,3,0
4258,"Diversified  ==> construction equipment, media",3,-3
2002,"Real Estate  ==> television, real estate",3,0
9959,Technology  ==> software,3,0
5038,Technology  ==> healthcare services,3,0
5521,Finance and Investments  ==> Investment Management,3,0
8974,Healthcare  ==> pharmaceuticals,3,0
6453,Healthcare  ==> pharmaceuticals,3,0
9543,Sports  ==> New Orleans Saints,3,0
1687,Technology  ==> venture capital,3,0
8998,Energy  ==> oil & gas,3,0
5195,Healthcare  ==> pharmaceuticals,3,0
3343,Finance and Investments  ==> financial services,3,0
1649,Technology  ==> mobile payments,3,0
3241,Manufacturing  ==> lasers,3,0
4061,"Technology  ==> software, investments",3,0
4324,Finance and Investments  ==> Hedge funds,3,0
2825,Logistics  ==> trucking,3,0
9044,Finance and Investments  ==> investments,3,0
9076,"Automotive  ==> automobiles, batteries",3,0
9497,Food and Beverage  ==> tobacco,3,0
4382,Gambling & Casinos  ==> casinos,3,0
5700,Real Estate  ==> real estate,3,0
2346,Healthcare  ==> hospitals,3,0
4180,"Service  ==> hotels, investments",3,0
9503,Diversified  ==> diversified,3,0
8560,"Construction & Engineering  ==> construction, pipes, banking",3,0
7637,Fashion & Retail  ==> online retail,3,0
1733,Food and Beverage  ==> Food & Beverage,3,0
1645,Real Estate  ==> real estate,3,0
6107,Food and Beverage  ==> meat processing,3,0
8698,Real Estate  ==> real estate,3,0
1764,Food and Beverage  ==> AriZona Beverages,3,0
7792,Real Estate  ==> real estate,3,0
7402,Telecom  ==> electronics,3,0
8846,Technology  ==> online payment service,3,0
7152,Food and Beverage  ==> fishing,2,0
3163,Healthcare  ==> pharmaceuticals,2,0
9832,Food and Beverage  ==> beverages,2,0
4371,Technology  ==> electronics,2,0
6152,Diversified  ==> consumer goods,2,0
4620,Fashion & Retail  ==> sports apparel,2,0
3693,"Metals & Mining  ==> copper, education",2,0
1182,Finance and Investments  ==> banking,2,0
3005,Service  ==> employment agency,2,0
6180,Diversified  ==> consumer goods,2,0
7544,Diversified  ==> consumer goods,2,0
3961,Diversified  ==> consumer goods,2,0
3213,Food and Beverage  ==> poultry processing,2,0
2298,Service  ==> consulting,2,0
1529,Healthcare  ==> pharmaceuticals,2,0
5707,Healthcare  ==> pharmaceuticals,2,0
4281,"Finance and Investments  ==> construction, investments",2,0
3131,Real Estate  ==> real estate,2,0
6241,Food and Beverage  ==> bakeries,2,0
7622,Technology  ==> online retail,2,0
4206,Service  ==> travel,2,0
6879,"Finance and Investments  ==> chemicals, investments",2,0
5116,Fashion & Retail  ==> drugstores,2,0
5610,Diversified  ==> consumer goods,2,0
6596,"Finance and Investments  ==> finance, diversified",2,0
7053,Diversified  ==> petrochemicals,2,0
9859,Technology  ==> Facebook,2,0
5891,Technology  ==> business software,2,0
9260,Finance and Investments  ==> hedge funds,2,0
6224,Manufacturing  ==> blinds,2,0
9727,Healthcare  ==> medical equipment,2,0
5165,"Diversified  ==> real estate, construction",2,0
9985,Finance and Investments  ==> finance,2,0
9213,Finance and Investments  ==> electronic trading,2,0
4433,Real Estate  ==> real estate,2,0
9341,Technology  ==> electronics components,2,0
8089,Technology  ==> electronics components,2,0
5813,"Food and Beverage  ==> soft drinks, diversified",2,0
5478,Finance and Investments  ==> private equity,2,0
3858,Finance and Investments  ==> private equity,2,0
7556,Service  ==> staffing & recruiting,2,0
3179,Fashion & Retail  ==> sportswear,2,0
2741,Food and Beverage  ==> Campbell Soup,2,0
1748,Fashion & Retail  ==> Gap,2,0
4196,Fashion & Retail  ==> Gap,2,0
8601,Diversified  ==> conglomerate,2,0
6892,Healthcare  ==> medical products,2,0
4939,Real Estate  ==> real estate,2,0
9320,Finance and Investments  ==> investments,2,0
2273,Healthcare  ==> biotech,2,0
5666,Manufacturing  ==> petrochemicals,2,0
9246,Telecom  ==> telecom,2,0
1993,Diversified  ==> art collection,2,0
7412,Diversified  ==> diversified,2,0
5273,Finance and Investments  ==> investments,2,0
8616,"Finance and Investments  ==> hotels, investments",2,0
2261,Fashion & Retail  ==> Hermes,2,0
8492,Real Estate  ==> real estate,2,0
2651,Finance and Investments  ==> private equity,2,0
1870,"Diversified  ==> online games, investments",2,0
4530,Media & Entertainment  ==> TV broadcasting,2,0
6896,Logistics  ==> shipping,2,0
7460,Finance and Investments  ==> finance,2,0
8158,Food and Beverage  ==> chewing gum,2,0
1571,"Real Estate  ==> real estate, media",2,0
8401,"Construction & Engineering  ==> scaffolding, cement mixers",2,0
2631,Diversified  ==> diversified,2,0
5881,"Diversified  ==> forestry, mining",2,0
2332,"Diversified  ==> hospitals, investments",2,0
4079,"Diversified  ==> art, electronics",2,0
6626,Energy  ==> pipelines,2,0
7518,Real Estate  ==> shopping centers,2,0
1454,Food and Beverage  ==> Campbell Soup,2,0
5115,"Diversified  ==> airports, investments",2,0
1242,Automotive  ==> automobiles,2,0
3290,Manufacturing  ==> manufacturing,2,0
9286,Manufacturing  ==> furniture,2,0
1857,Finance and Investments  ==> auto loans,2,0
6508,Media & Entertainment  ==> Netflix,2,0
3505,Real Estate  ==> real estate,2,0
9833,Sports  ==> Indianapolis Colts,2,0
2390,Technology  ==> online services,2,0
6428,Fashion & Retail  ==> fashion retail,2,0
7225,Diversified  ==> diversified,2,0
8239,Telecom  ==> telecom,2,0
1738,Diversified  ==> diversified,2,0
2822,Technology  ==> web hosting,2,0
4935,"Media & Entertainment  ==> media, real estate",2,0
9525,Service  ==> security services,2,0
6491,"Diversified  ==> casinos, real estate",2,0
1821,Food and Beverage  ==> Starbucks,2,0
5780,Automotive  ==> U-Haul,2,0
6407,Healthcare  ==> dental implants,2,0
4508,Fashion & Retail  ==> fashion investments,2,0
4121,Diversified  ==> diversified,2,0
2024,Finance and Investments  ==> finance,2,0
9395,Fashion & Retail  ==> nutrition and wellness products,2,0
7969,Fashion & Retail  ==> fashion,2,-2
4531,"Real Estate  ==> real estate, plush toys",2,0
6353,Media & Entertainment  ==> TV shows,2,0
3031,Fashion & Retail  ==> Retail,2,0
1139,Real Estate  ==> real estate services,2,0
5543,Finance and Investments  ==> investments,2,0
7817,Diversified  ==> diversified,2,0
8052,Technology  ==> online gaming,2,0
5934,"Media & Entertainment  ==> media, investments",2,0
2453,Finance and Investments  ==> private equity,2,0
8026,"Construction & Engineering  ==> cement, diversified",2,0
6870,Telecom  ==> mobile phones,2,0
4389,Finance and Investments  ==> investments,2,0
2655,Logistics  ==> logistics,2,0
5346,Finance and Investments  ==> investments,2,0
5223,Real Estate  ==> real estate,2,0
6690,Healthcare  ==> pharmaceuticals,2,0
9785,Healthcare  ==> hospitals,2,0
5488,Service  ==> self storage,2,0
6664,Energy  ==> energy generation,2,0
4808,Real Estate  ==> real estate,2,0
4347,Healthcare  ==> pharmaceuticals,2,0
9897,"Diversified  ==> palm oil, property",2,0
4839,Finance and Investments  ==> hedge funds,2,0
1205,Healthcare  ==> laboratory services,2,0
4963,"Metals & Mining  ==> mining, commodities",2,0
5650,Technology  ==> electronics components,2,0
1660,Healthcare  ==> hospitals,2,0
9394,Diversified  ==> diversified,2,0
2702,Technology  ==> Facebook,2,0
9496,Real Estate  ==> real estate,2,0
7498,Finance and Investments  ==> insurance,2,0
7481,Media & Entertainment  ==> Bloomberg LP,2,0
2142,Metals & Mining  ==> steel production,2,0
7441,Real Estate  ==> real estate,2,0
2479,Technology  ==> software,2,0
2869,"Diversified  ==> aluminum, diversified",2,0
4616,Finance and Investments  ==> investment banking,2,0
8499,Service  ==> printing,2,0
6864,Fashion & Retail  ==> shoes,2,0
7542,Energy  ==> oil trading,2,0
2727,"Metals & Mining  ==> mining, banking, hotels",2,0
9519,Fashion & Retail  ==> Lululemon,2,0
8697,Technology  ==> Yahoo,2,118
8264,Technology  ==> touch screens,2,0
1526,Construction & Engineering  ==> construction,2,0
5718,Food and Beverage  ==> Diversified,2,0
2576,"Energy  ==> oil, investments",2,0
7736,"Energy  ==> oil, investments",2,0
1682,Food and Beverage  ==> vodka,2,0
2823,Energy  ==> oil & gas,2,0
1089,Finance and Investments  ==> banking,2,0
6588,"Automotive  ==> art, car dealerships",2,0
8076,Automotive  ==> auto parts,2,0
5855,Manufacturing  ==> auto parts,2,0
3630,Gambling & Casinos  ==> online gambling,2,0
6115,Manufacturing  ==> chemicals,2,0
1842,Finance and Investments  ==> banking,2,0
9657,"Media & Entertainment  ==> circus, live entertainment",2,0
4023,Food and Beverage  ==> spirits,2,0
9025,Finance and Investments  ==> hedge funds,2,0
1353,Finance and Investments  ==> investments,2,0
3808,Fashion & Retail  ==> consumer goods,2,0
4218,Gambling & Casinos  ==> pachinko parlors,2,0
9114,Sports  ==> sports,2,0
5011,Gambling & Casinos  ==> casinos,2,1
5795,Manufacturing  ==> hygiene products,2,0
6900,Diversified  ==> diversified,2,0
1447,Manufacturing  ==> synthetic gloves,2,0
3627,Fashion & Retail  ==> cosmetics,2,0
9089,Fashion & Retail  ==> cosmetics,2,0
2492,Real Estate  ==> real estate,2,0
1437,Fashion & Retail  ==> fashion retailer,2,0
3952,Real Estate  ==> real estate,2,0
9899,Manufacturing  ==> flooring,2,0
3840,Finance and Investments  ==> investment research,2,0
9686,Media & Entertainment  ==> media,2,0
9658,Media & Entertainment  ==> media,2,0
3247,Food and Beverage  ==> investments,2,0
2425,"Metals & Mining  ==> mining, commodities",2,0
4564,"Sports  ==> billboards, Anaheim Angels",2,0
8015,Real Estate  ==> real estate,2,0
9447,Real Estate  ==> WeWork,2,0
6129,Real Estate  ==> real estate,2,0
2410,Real Estate  ==> real estate,2,0
6966,Manufacturing  ==> manufacturing,2,0
4436,Healthcare  ==> pharmaceuticals,2,0
8449,Finance and Investments  ==> hedge funds,2,0
4720,Healthcare  ==> generic drugs,2,0
4888,Finance and Investments  ==> investments,2,0
2392,Service  ==> ticketing service,2,0
2309,Technology  ==> Microsoft,2,0
7590,Finance and Investments  ==> venture capital,2,15
1185,Manufacturing  ==> hygiene products,2,0
8126,Construction & Engineering  ==> construction,2,0
1325,Fashion & Retail  ==> H&M,2,0
8390,"Finance and Investments  ==> Facebook, Palantir",2,0
8508,"Gambling & Casinos  ==> casinos, hotels",2,0
9842,Sports  ==> San Francisco 49ers,2,0
5181,Technology  ==> technology,2,0
1455,Healthcare  ==> pharmaceuticals,2,0
5652,"Real Estate  ==> real estate, investments",2,0
6682,Real Estate  ==> real estate,2,0
2899,Food and Beverage  ==> liquor,2,0
3880,Food and Beverage  ==> Subway sandwich shops,2,0
9010,Finance and Investments  ==> investments,2,0
3871,Real Estate  ==> real estate,2,0
8776,Manufacturing  ==> flavorings,2,0
8913,Fashion & Retail  ==> drugstores,2,0
3788,Food and Beverage  ==> orange juice,2,0
5860,Manufacturing  ==> cement,2,0
1031,Food and Beverage  ==> consumer goods,2,0
7234,Finance and Investments  ==> banking,2,0
2766,Finance and Investments  ==> private equity,2,0
2966,Finance and Investments  ==> banking,2,0
1342,Real Estate  ==> real estate,2,0
8185,Automotive  ==> automobiles,2,0
3143,Finance and Investments  ==> private equity,2,0
7527,Real Estate  ==> real estate,2,0
7056,Real Estate  ==> real estate,2,0
1280,Fashion & Retail  ==> supermarkets,2,0
3057,Finance and Investments  ==> investment,2,0
6518,"Fashion & Retail  ==> tobacco distribution, retail",2,0
8637,Manufacturing  ==> aluminum,2,0
1635,Food and Beverage  ==> retail,2,0
9992,Technology  ==> software,2,0
7895,Finance and Investments  ==> investments,2,0
4163,Media & Entertainment  ==> media,2,0
1076,"Fashion & Retail  ==> Wal-Mart, logistics",2,0
5035,Metals & Mining  ==> mining,2,0
9613,Fashion & Retail  ==> consumer goods,2,0
2595,Fashion & Retail  ==> consumer goods,2,0
4438,Fashion & Retail  ==> consumer goods,2,0
9356,Fashion & Retail  ==> consumer goods,2,0
4770,Fashion & Retail  ==> consumer goods,2,0
5150,Fashion & Retail  ==> consumer goods,2,0
9409,"Service  ==> hotels, investments",2,0
8964,"Finance and Investments  ==> hotels, investments",2,0
1113,Fashion & Retail  ==> retail,2,0
3526,Healthcare  ==> pharmaceuticals,2,0
4750,Diversified  ==> diversified,2,0
9416,Fashion & Retail  ==> consumer goods,2,0
8007,Fashion & Retail  ==> hardware stores,2,0
3166,"Sports  ==> real estate, Los Angeles Chargers",2,0
6416,Healthcare  ==> pharmaceuticals,2,0
3379,Real Estate  ==> real estate,2,0
2295,Automotive  ==> auto repair,2,0
7874,Service  ==> education,2,0
1260,Finance and Investments  ==> private equity,2,0
4264,Fashion & Retail  ==> retail,2,0
4141,Service  ==> education,2,0
5667,Technology  ==> Computer Associates,2,0
8362,Real Estate  ==> real estate,2,0
8171,Healthcare  ==> biotech,2,0
4578,Finance and Investments  ==> finance,2,0
9079,Healthcare  ==> pharmaceuticals,2,0
2715,Logistics  ==> VistaJet,2,0
7428,Healthcare  ==> pharmaceuticals,2,0
7793,Diversified  ==> diversified,2,0
2195,Finance and Investments  ==> investments,2,0
7192,Manufacturing  ==> Detergents,2,0
2423,Fashion & Retail  ==> truck stops,2,0
5379,Healthcare  ==> pharmaceuticals,2,0
7784,Energy  ==> oil,2,0
3152,"Metals & Mining  ==> mining, metals",2,0
3009,Logistics  ==> logistics,2,0
3087,Real Estate  ==> tobacco,2,0
8932,Technology  ==> venture capital,2,0
2364,Finance and Investments  ==> financial services,2,0
7132,Technology  ==> e-commerce,2,0
7480,"Construction & Engineering  ==> construction, real estate",2,0
6123,Finance and Investments  ==> investments,2,0
1355,Finance and Investments  ==> textiles,2,0
6884,"Metals & Mining  ==> mining, metals",2,0
4573,Food and Beverage  ==> pet food,2,0
8483,"Real Estate  ==> real estate, retail",2,0
6814,Finance and Investments  ==> TD Ameritrade,2,0
9220,Fashion & Retail  ==> drugstores,2,0
4805,Diversified  ==> diversified,2,0
8969,Sports  ==> Washington Redskins,2,0
8348,Manufacturing  ==> train cars,2,0
8042,Fashion & Retail  ==> fashion retail,2,0
5039,Food and Beverage  ==> food processing,2,0
5097,Manufacturing  ==> furniture,2,0
8649,Finance and Investments  ==> banking,2,0
3129,"Diversified  ==> petroleum, diversified",2,0
8372,Finance and Investments  ==> money management,2,0
7386,Diversified  ==> Diversified,2,0
7311,Fashion & Retail  ==> Columbia Sportswear,2,0
7533,Food and Beverage  ==> beer,2,0
6642,Real Estate  ==> real estate,2,0
3756,Finance and Investments  ==> hedge fund,2,0
3704,Finance and Investments  ==> finance,2,0
6669,Finance and Investments  ==> private equity,2,0
6519,"Healthcare  ==> hospitals, health care",2,0
7338,Finance and Investments  ==> banking,2,0
6945,"Sports  ==> casinos, mixed martial arts",2,0
8836,"Sports  ==> casinos, mixed martial arts",2,0
3781,"Food and Beverage  ==> Nutella, chocolates",2,0
4660,"Metals & Mining  ==> mining, steel",2,0
3598,Automotive  ==> used cars,2,0
8276,Fashion & Retail  ==> shoes,2,0
8714,Manufacturing  ==> electrical equipment,2,0
9794,Service  ==> cruises,2,0
6310,Service  ==> landscape architecture,2,0
8696,Technology  ==> SAP,2,0
5492,Media & Entertainment  ==> DirecTV,2,0
5827,Diversified  ==> investments,2,0
4158,Diversified  ==> diversified,2,0
7807,Real Estate  ==> real estate,2,0
3744,Diversified  ==> Diversified,2,0
7939,Healthcare  ==> dental products,2,0
7729,Finance and Investments  ==> private equity,2,0
8578,Technology  ==> Groupon,2,0
6762,Finance and Investments  ==> investments,2,0
4475,Technology  ==> optical components,2,0
7142,Real Estate  ==> shopping centers,2,0
6384,Technology  ==> health IT,2,0
9448,Healthcare  ==> drug distribution,2,0
7693,"Finance and Investments  ==> banking, credit cards",2,0
9154,Food and Beverage  ==> beer,2,0
4781,Fashion & Retail  ==> jewelry,2,0
2395,Fashion & Retail  ==> retail,2,0
2639,Real Estate  ==> real estate,2,0
2982,Finance and Investments  ==> banking,2,0
2772,Finance and Investments  ==> finance,2,0
1018,Logistics  ==> shipping,2,0
4547,Media & Entertainment  ==> cable television,2,0
1828,Diversified  ==> diversified,2,0
8543,Real Estate  ==> real estate,2,0
9536,Real Estate  ==> real estate,2,0
5160,Food and Beverage  ==> bakery chain,2,0
2253,Media & Entertainment  ==> entertainment,2,0
3356,Real Estate  ==> real estate,2,0
7317,Fashion & Retail  ==> retail,2,0
5858,Manufacturing  ==> plastics,2,0
7158,Real Estate  ==> Real Estate,2,0
3893,Automotive  ==> automobiles,2,0
8211,Sports  ==> sports team,2,0
6810,"Diversified  ==> forestry, mining",2,0
8588,Food and Beverage  ==> frozen foods,2,0
9821,"Energy  ==> oil, gas",2,0
4645,Finance and Investments  ==> investments,2,0
5243,Food and Beverage  ==> soy sauce,2,0
5668,"Metals & Mining  ==> mining, metals",2,0
9057,Real Estate  ==> hotels,2,0
4723,Fashion & Retail  ==> hair care products,2,0
3113,Media & Entertainment  ==> television,2,0
3647,Real Estate  ==> hotels,2,0
3161,Energy  ==> Getty Oil,2,0
6091,Fashion & Retail  ==> retail stores,2,0
5653,Diversified  ==> diversified,2,0
9425,Finance and Investments  ==> private equity,2,0
9912,Finance and Investments  ==> Investment,2,0
7661,"Real Estate  ==> real estate, investments, logistics",2,0
3536,Real Estate  ==> hotels,2,0
5276,Real Estate  ==> real estate,2,0
1804,Construction & Engineering  ==> construction,2,0
1983,Food and Beverage  ==> soft drinks,2,0
9847,Real Estate  ==> real estate,2,0
5094,Real Estate  ==> real estate,2,0
6769,Food and Beverage  ==> food processing,2,0
1152,Manufacturing  ==> palm oil,2,0
4277,Finance and Investments  ==> accounting services,2,0
4076,Fashion & Retail  ==> drugstores,2,0
6223,Manufacturing  ==> paper & related products,2,0
4010,Healthcare  ==> medical devices,2,0
1712,Food and Beverage  ==> nutrition supplements,2,0
7634,Food and Beverage  ==> drugstores,2,0
9126,Manufacturing  ==> valve manufacturing,2,0
5576,Energy  ==> investments,2,0
5428,Technology  ==> cooking appliances,2,0
3261,Food and Beverage  ==> consumer goods,2,0
5638,Logistics  ==> aircraft leasing,2,0
7387,"Food and Beverage  ==> Dole, real estate",2,0
2871,Technology  ==> software services,2,0
8399,Technology  ==> software,2,0
9008,Real Estate  ==> real estate,2,0
9819,Healthcare  ==> Roche Holding,2,0
8702,Diversified  ==> diversified,2,0
1002,Real Estate  ==> real estate,2,0
4491,Metals & Mining  ==> commodities,2,0
1104,"Manufacturing  ==> manufacturing, investment",2,0
3586,Healthcare  ==> pharmaceuticals,2,0
4657,Finance and Investments  ==> insurance,2,0
1805,"Technology  ==> venture capital, Google",2,0
4367,Fashion & Retail  ==> cosmetics,2,0
8614,Real Estate  ==> real estate,2,0
3720,Real Estate  ==> real estate,2,0
2291,"Finance and Investments  ==> real estate, investments",2,0
7278,Real Estate  ==> real estate,2,0
1381,Manufacturing  ==> furniture,2,0
1222,"Media & Entertainment  ==> TV, movie production",2,0
1917,Technology  ==> business software,2,0
6528,Diversified  ==> conglomerate,2,0
1590,Manufacturing  ==> solar panel materials,2,0
9781,Diversified  ==> diversified,2,0
4807,Food and Beverage  ==> Slim-Fast,2,0
1794,Diversified  ==> pharmaceuticals,2,0
6999,Energy  ==> oil & gas,2,0
8525,Diversified  ==> investments,2,0
9330,"Manufacturing  ==> metals, mining",2,0
1478,Healthcare  ==> medical technology,2,0
7813,Healthcare  ==> medical technology,2,0
2735,Healthcare  ==> medical technology,2,0
9725,"Finance and Investments  ==> supermarkets, investments",2,0
7397,Food and Beverage  ==> consumer goods,2,0
4270,Real Estate  ==> real estate,2,0
8746,"Technology  ==> Netscape, investments",2,0
7524,Energy  ==> coal,2,0
6492,Food and Beverage  ==> Cargill,2,0
5435,Healthcare  ==> pharmaceuticals,2,0
9691,Automotive  ==> auto parts,2,0
4842,Finance and Investments  ==> hedge funds,2,0
4232,Healthcare  ==> pharmaceuticals,2,0
3114,Finance and Investments  ==> insurance,2,0
6854,Food and Beverage  ==> frozen foods,2,0
6097,Finance and Investments  ==> insurance,2,0
2068,Diversified  ==> banking,2,0
3793,Fashion & Retail  ==> consumer goods,2,0
4348,Healthcare  ==> pharmaceuticals,2,0
2759,Automotive  ==> auto distribution,2,0
4598,Healthcare  ==> pharmaceuticals,2,0
7322,Finance and Investments  ==> private equity,2,0
6709,Finance and Investments  ==> hedge funds,2,0
5204,"Service  ==> computer services, tourism",2,0
6373,"Diversified  ==> food products, entertainment",2,0
8082,Construction & Engineering  ==> engineering,2,0
8589,Healthcare  ==> biotech,2,0
5477,Diversified  ==> diversified,2,0
6198,Energy  ==> natural gas distribution,2,0
1845,Sports  ==> Philadelphia Eagles,2,0
