id,Source,worth BUSD, worthChange millions USD
1699,Healthcare  ==> pharmaceuticals,2,0
8143,Food and Beverage  ==> Cargill,2,0
5092,Finance and Investments  ==> private equity,2,0
4075,Real Estate  ==> real estate,2,0
2415,Automotive  ==> tractors,2,0
2842,Fashion & Retail  ==> shoes,2,0
7974,"Food and Beverage  ==> agriculture, land",2,0
7003,Real Estate  ==> real estate,2,0
2352,Finance and Investments  ==> private equity,2,0
3107,Construction & Engineering  ==> construction,2,0
6964,Finance and Investments  ==> motorcycle loans,2,0
9021,Finance and Investments  ==> investments,2,0
9635,Automotive  ==> tires,2,0
5969,Diversified  ==> diversified,2,0
5985,Telecom  ==> telecom equipment,2,0
9948,Finance and Investments  ==> finance,2,0
3070,"Manufacturing  ==> steel, autoparts",2,0
9309,Food and Beverage  ==> energy drinks,2,-31
9464,Food and Beverage  ==> energy drinks,2,-18
6623,Finance and Investments  ==> investments,2,0
5681,Food and Beverage  ==> Cargill,2,0
1703,"Real Estate  ==> utilities, real estate",2,0
7198,Fashion & Retail  ==> cosmetics,2,0
5405,Food and Beverage  ==> Cargill,2,0
2590,"Energy  ==> oil & gas, investments",2,0
2131,Manufacturing  ==> hydraulic machinery,2,0
4366,Manufacturing  ==> tires,2,0
4316,Real Estate  ==> real estate,2,0
9036,Healthcare  ==> medical equipment,2,0
6038,Gambling & Casinos  ==> video games,2,0
9458,"Telecom  ==> telecom, investments",2,0
8946,Media & Entertainment  ==> Bloomberg LP,2,0
8725,Healthcare  ==> pharmaceuticals,2,0
8652,Diversified  ==> diversified,1,5
6214,"Diversified  ==> engineering, energy, construction",1,0
9433,Manufacturing  ==> chemicals,1,0
6096,Manufacturing  ==> fasteners,1,0
4301,Fashion & Retail  ==> retail,1,0
2452,Logistics  ==> shipping,1,0
8066,Diversified  ==> diversified,1,0
3481,Healthcare  ==> pharmaceuticals,1,0
1920,Finance and Investments  ==> banking,1,0
5878,Finance and Investments  ==> hedge funds,1,0
4271,Manufacturing  ==> aviation,1,0
7247,Fashion & Retail  ==> fashion retail,1,0
8943,Finance and Investments  ==> investments,1,0
6631,Finance and Investments  ==> investments,1,0
7514,"Real Estate  ==> real estate, education",1,0
3762,Automotive  ==> automotive,1,0
8882,Finance and Investments  ==> banking,1,0
7157,"Manufacturing  ==> vacuums, cleaning products",1,0
9281,Fashion & Retail  ==> fashion retail,1,0
7987,Fashion & Retail  ==> retail,1,0
3759,"Diversified  ==> computer services, tourism",1,0
1021,Metals & Mining  ==> cobalt mining,1,0
1610,Manufacturing  ==> petrochemicals,1,0
3748,Manufacturing  ==> petrochemicals,1,0
6987,Diversified  ==> diversified,1,0
9445,Fashion & Retail  ==> art collection,1,0
4415,"Finance and Investments  ==> metals, banking, fertilizers",1,0
4624,Technology  ==> software services,1,0
9799,Service  ==> education,1,0
9188,Finance and Investments  ==> mutual funds,1,0
6852,"Service  ==> hotels, investments",1,0
6088,Manufacturing  ==> hand tools,1,0
5796,Finance and Investments  ==> investments,1,0
6244,Diversified  ==> processed milk,1,0
2686,Fashion & Retail  ==> sports apparel,1,307
3699,Fashion & Retail  ==> winter jackets,1,0
8317,Real Estate  ==> real estate,1,0
3591,Finance and Investments  ==> investments,1,0
8413,Technology  ==> software,1,0
9631,Manufacturing  ==> petrochemicals,1,0
1072,Fashion & Retail  ==> drugstores,1,0
8376,Metals & Mining  ==> steel smelting,1,0
8254,Technology  ==> Twitter,1,0
7029,Food and Beverage  ==> fish farming,1,0
4478,Fashion & Retail  ==> footwear,1,0
1483,Diversified  ==> fertilizer,1,0
4852,Finance and Investments  ==> investments,1,0
9860,Technology  ==> software,1,0
2980,"Fashion & Retail  ==> retail, investments",1,0
7973,Energy  ==> batteries,1,0
6962,Diversified  ==> valves,1,0
5495,Fashion & Retail  ==> supermarket,1,0
5314,Diversified  ==> investments,1,0
4295,Real Estate  ==> real estate,1,0
9909,"Manufacturing  ==> vacuums, home cleaning products",1,0
7391,Fashion & Retail  ==> real estate,1,0
3796,Real Estate  ==> real estate,1,0
9397,Healthcare  ==> pharmaceuticals,1,0
1776,"Metals & Mining  ==> mining, commodities",1,0
2337,Finance and Investments  ==> investments,1,0
6480,Energy  ==> oil,1,0
3516,Finance and Investments  ==> banking,1,0
9778,Healthcare  ==> medical technology,1,0
4502,Healthcare  ==> medical technology,1,0
7765,Healthcare  ==> medical technology,1,0
5958,Food and Beverage  ==> consumer goods,1,0
3530,Finance and Investments  ==> asset management,1,0
1814,Manufacturing  ==> chemicals,1,0
8942,Manufacturing  ==> paper manufacturing,1,0
5810,"Manufacturing  ==> shipbuilding, industrial machines",1,0
6617,Food and Beverage  ==> fast food,1,0
8749,Manufacturing  ==> electric components,1,0
1683,Manufacturing  ==> shipbuilding,1,0
4240,Fashion & Retail  ==> shoes,1,0
4464,"Diversified  ==> energy, chemicals",1,0
7537,Energy  ==> oil & gas,1,-1
6653,Service  ==> hotels,1,0
2005,Construction & Engineering  ==> construction,1,0
4650,"Sports  ==> Nascar, racing",1,0
4332,Technology  ==> software services,1,0
3233,Finance and Investments  ==> finance,1,0
1498,Finance and Investments  ==> Berkshire Hathaway,1,0
2048,Real Estate  ==> real estate,1,0
5170,Finance and Investments  ==> investments,1,0
7725,Healthcare  ==> healthcare,1,0
9889,Fashion & Retail  ==> Estee Lauder,1,0
9539,Healthcare  ==> pharmaceuticals,1,0
5317,Healthcare  ==> medical devices,1,-2
9007,Technology  ==> software,1,0
9378,Energy  ==> oil & gas,1,0
4678,"Service  ==> hotels, investments",1,0
3035,Media & Entertainment  ==> movie theaters,1,0
3413,Finance and Investments  ==> finance,1,0
9934,Service  ==> Comcast,1,0
2175,Healthcare  ==> pharmaceuticals,1,0
3344,Finance and Investments  ==> finance,1,0
5876,Finance and Investments  ==> investments,1,0
3546,Technology  ==> software,1,0
5048,Service  ==> hotels,1,0
5229,Automotive  ==> auto parts,1,0
6368,Automotive  ==> auto parts,1,0
5462,Manufacturing  ==> metals. coal,1,0
2129,Automotive  ==> automotive,1,0
2130,Food and Beverage  ==> greek yogurt,1,0
7425,Manufacturing  ==> building materials,1,0
2632,Healthcare  ==> pharmaceuticals,1,0
5228,Healthcare  ==> medical devices,1,0
8440,Real Estate  ==> real estate,1,0
4596,Food and Beverage  ==> beverages,1,0
8133,Real Estate  ==> real estate,1,0
6763,Real Estate  ==> real estate,1,0
4350,Finance and Investments  ==> investment banking,1,0
1959,Finance and Investments  ==> security,1,3
7591,"Finance and Investments  ==> banking, development",1,0
5551,Media & Entertainment  ==> TV broadcasting,1,0
8121,Diversified  ==> diversified,1,0
1769,Real Estate  ==> real estate,1,0
4802,Metals & Mining  ==> mining,1,0
2087,Automotive  ==> auto parts,1,0
2293,Healthcare  ==> medical technology,1,0
3888,Fashion & Retail  ==> luxury goods,1,0
6151,Fashion & Retail  ==> luxury goods,1,0
8284,Logistics  ==> package delivery,1,0
6203,Technology  ==> eletronics,1,0
1807,Healthcare  ==> pharmaceuticals,1,0
5253,Food and Beverage  ==> meat processing,1,0
6992,Gambling & Casinos  ==> casinos,1,0
2128,Fashion & Retail  ==> fashion retail,1,0
6008,Fashion & Retail  ==> luxury goods,1,0
1806,Technology  ==> messaging app,1,0
6732,Manufacturing  ==> chemicals,1,0
2804,Service  ==> Gap,1,0
4589,Fashion & Retail  ==> Gap,1,0
9333,Fashion & Retail  ==> luxury goods,1,0
3128,Finance and Investments  ==> insurance,1,0
2912,Technology  ==> information technology,1,0
9732,Real Estate  ==> real estate,1,0
4576,"Diversified  ==> tourism, construction",1,0
9530,Healthcare  ==> pharmaceuticals,1,0
7288,Fashion & Retail  ==> retail,1,0
5312,"Energy  ==> oil & gas, investments",1,0
9791,Real Estate  ==> real estate,1,0
2239,Energy  ==> coal,1,0
9989,Manufacturing  ==> chemicals,1,0
7437,Automotive  ==> auto parts,1,0
7554,Metals & Mining  ==> coal,1,0
1138,Diversified  ==> diversified,1,0
7059,"Energy  ==> oil, investments",1,0
8506,Diversified  ==> manufacturing,1,0
6955,Finance and Investments  ==> hedge funds,1,0
1595,Manufacturing  ==> machine tools,1,0
2228,Manufacturing  ==> machine tools,1,0
3639,Manufacturing  ==> construction equipment,1,0
6567,Real Estate  ==> real estate,1,0
8393,Energy  ==> oil trading,1,0
4968,Manufacturing  ==> paper manufacturing,1,0
6504,Manufacturing  ==> LED lighting,1,0
6418,"Food and Beverage  ==> coffee, shipping",1,0
1878,Automotive  ==> automobiles,1,0
6210,Food and Beverage  ==> consumer goods,1,0
2765,Telecom  ==> telecom,1,0
1398,Real Estate  ==> WeWork,1,0
3769,Sports  ==> wrestling,1,0
9930,Manufacturing  ==> manufacturing,1,0
3849,Healthcare  ==> medical patents,1,0
1338,Energy  ==> oil refinery,1,0
3334,Diversified  ==> diversified,1,0
9676,Logistics  ==> Transportation,1,0
1413,Finance and Investments  ==> Berkshire Hathaway,1,0
5370,Finance and Investments  ==> investment,1,0
7643,Real Estate  ==> real estate,1,0
3549,Diversified  ==> diversified,1,0
3726,Real Estate  ==> real estate,1,0
3461,Manufacturing  ==> sneakers,1,0
1457,Finance and Investments  ==> investments,1,0
5533,Automotive  ==> cars,1,0
6727,Real Estate  ==> real estate,1,0
5910,Technology  ==> financial information,1,0
1992,Diversified  ==> diversified,1,0
9621,Metals & Mining  ==> steel,1,0
2109,Service  ==> financial technology,1,0
3094,"Metals & Mining  ==> gold, coal mining",1,0
7678,Finance and Investments  ==> hedge funds,1,0
3201,Real Estate  ==> investments,1,0
8800,Fashion & Retail  ==> pet food,1,0
8838,"Logistics  ==> transport, engineering, real estate",1,0
6192,Media & Entertainment  ==> online media,1,0
1569,Real Estate  ==> real estate,1,0
8767,Manufacturing  ==> electrical equipment,1,0
3322,Real Estate  ==> real estate,1,0
4621,Healthcare  ==> medical equipment,1,0
4513,"Diversified  ==> food, art",1,0
2605,Logistics  ==> logistics,1,0
4565,Technology  ==> internet security,1,0
9877,Fashion & Retail  ==> consumer goods,1,0
9995,"Fashion & Retail  ==> retail, investments",1,0
9591,"Diversified  ==> hotels, diversified",1,-5
8542,Manufacturing  ==> hearing aids,1,0
2504,Finance and Investments  ==> hedge funds,1,0
2064,Manufacturing  ==> air coolers,1,0
3153,"Finance and Investments  ==> banking, insurance",1,0
5246,Finance and Investments  ==> insurance,1,0
6399,Technology  ==> business software,1,0
7572,Finance and Investments  ==> hedge funds,1,0
7147,"Diversified  ==> real estate, manufacturing",1,0
2779,Finance and Investments  ==> mutual funds,1,0
9599,Technology  ==> photo sharing app,1,0
7990,"Diversified  ==> energy, banking, construction",1,0
5259,Fashion & Retail  ==> retail,1,0
8299,Logistics  ==> package delivery,1,0
2887,Finance and Investments  ==> finance,1,0
6888,Diversified  ==> diversified,1,0
1588,Technology  ==> online retail,1,0
6007,Fashion & Retail  ==> retail,1,0
1424,Finance and Investments  ==> electronic trading,1,0
9828,Energy  ==> oil services,1,0
8434,Finance and Investments  ==> private equity,1,0
2921,Energy  ==> oil refining,1,0
5460,Finance and Investments  ==> money management,1,0
1858,Technology  ==> e-commerce,1,0
5672,Fashion & Retail  ==> consumer goods,1,0
9788,Food and Beverage  ==> salsa,1,0
2407,Service  ==> EasyJet,1,0
1528,"Manufacturing  ==> elevators, escalators",1,0
3584,Finance and Investments  ==> hedge funds,1,0
3044,Finance and Investments  ==> money management,1,0
4289,"Sports  ==> Charlotte Hornets, endorsements",1,0
3084,Technology  ==> social network,1,0
4203,Gambling & Casinos  ==> online games,1,0
7210,Finance and Investments  ==> Sears,1,0
9018,Fashion & Retail  ==> department stores,1,0
3786,Technology  ==> IT provider,1,0
7653,Healthcare  ==> pharmaceuticals,1,0
5733,Healthcare  ==> pharmaceuticals,1,0
5331,"Diversified  ==> steel, diversified",1,0
9151,Food and Beverage  ==> agribusiness,1,0
8425,Fashion & Retail  ==> fashion,1,0
2464,"Diversified  ==> real estate, oil, cars, sports",1,0
7689,Energy  ==> oil refinery,1,0
5157,Logistics  ==> transportation,1,0
3666,Service  ==> fine jewelry,1,0
8033,Technology  ==> software,1,0
2026,Manufacturing  ==> appliances,1,0
9940,Finance and Investments  ==> investments,1,0
1399,Fashion & Retail  ==> H&M,1,0
3774,Fashion & Retail  ==> H&M,1,0
1098,Metals & Mining  ==> steel pipes,1,0
8787,Manufacturing  ==> chemicals,1,0
6791,Finance and Investments  ==> finance,1,0
6675,Technology  ==> Facebook,1,0
1633,Technology  ==> online retail,1,0
5059,Healthcare  ==> Pharmaceuticals,1,0
9866,Technology  ==> Pinterest,1,0
9113,Fashion & Retail  ==> H&M,1,0
4635,Finance and Investments  ==> hedge funds,1,0
2062,"Energy  ==> oil, fertilizers",1,0
3159,Telecom  ==> telecoms,1,0
4466,Manufacturing  ==> chemicals,1,0
2958,Technology  ==> lighting,1,0
8885,Food and Beverage  ==> Campbell Soup,1,0
4042,"Food and Beverage  ==> food, beverages",1,0
6575,"Food and Beverage  ==> food, beverages",1,0
4342,"Food and Beverage  ==> food, beverages",1,0
2534,"Food and Beverage  ==> food, beverages",1,0
7909,Technology  ==> software,1,0
2422,Manufacturing  ==> electronics,1,0
6323,Fashion & Retail  ==> retail,1,0
4384,Automotive  ==> auto parts,1,0
5292,Real Estate  ==> real estate,1,0
7279,"Diversified  ==> internet, auto parts",1,0
2693,Finance and Investments  ==> banking,1,0
7139,"Diversified  ==> real estate, retail",1,0
6280,Healthcare  ==> health clinics,1,0
9086,Metals & Mining  ==> mining,1,0
1880,Fashion & Retail  ==> fashion retail,1,0
9016,"Diversified  ==> apparel, real estate",1,0
6939,Manufacturing  ==> polyester,1,0
7513,Finance and Investments  ==> investments,1,0
8163,"Diversified  ==> hospitals, investments",1,0
6726,Energy  ==> oil,1,0
6173,Fashion & Retail  ==> shoes,1,0
5310,Fashion & Retail  ==> shoes,1,0
9189,Fashion & Retail  ==> shoes,1,0
4592,Fashion & Retail  ==> jewelry,1,0
7855,Technology  ==> online dating,1,0
2193,Food and Beverage  ==> Publix supermarkets,1,0
3607,Diversified  ==> diversified,1,0
1518,"Diversified  ==> mining, banking",1,0
4175,Diversified  ==> diversified,1,0
9655,Healthcare  ==> pharmaceuticals,1,0
5208,Telecom  ==> communications equipment,1,0
8700,Media & Entertainment  ==> publishing,1,0
5081,Diversified  ==> diversified,1,0
1027,Diversified  ==> investments,1,0
8110,Diversified  ==> investments,1,0
7229,"Diversified  ==> pharmaceuticals, diversified",1,0
2214,"Diversified  ==> pharmaceuticals, diversified",1,0
1705,Automotive  ==> Ford Motor,1,0
1133,Media & Entertainment  ==> video games,1,0
9590,Fashion & Retail  ==> beauty products,1,0
8555,"Construction & Engineering  ==> construction, investments",1,3
5705,Fashion & Retail  ==> Urban Outfitters,1,0
4572,"Manufacturing  ==> elevators, escalators",1,0
4949,Real Estate  ==> real estate,1,0
8433,Real Estate  ==> real estate,1,0
4895,Media & Entertainment  ==> amusement parks,1,0
8104,Logistics  ==> logistics,1,0
2737,"Finance and Investments  ==> insurance, investments",1,-3
4676,Manufacturing  ==> auto parts,1,0
7829,Real Estate  ==> transportation,1,0
6592,Food and Beverage  ==> food,1,0
7316,Finance and Investments  ==> investments,1,0
4383,Real Estate  ==> real estate,1,0
5348,Food and Beverage  ==> agriculture,1,0
7438,Fashion & Retail  ==> cosmetics,1,0
7325,Manufacturing  ==> glass,1,0
1435,Manufacturing  ==> manufacturing,1,0
1187,Technology  ==> online games,1,0
6185,Automotive  ==> automobiles,1,0
6801,Healthcare  ==> pharmaceuticals,1,0
8781,Manufacturing  ==> chemicals,1,0
1883,Fashion & Retail  ==> supermarkets,1,0
9492,Real Estate  ==> real estate,1,0
3955,Energy  ==> coal,1,0
9862,Real Estate  ==> real estate,1,0
4803,Fashion & Retail  ==> apparel retailer,1,0
5800,Finance and Investments  ==> art,1,0
6950,Finance and Investments  ==> investments,1,0
1938,Diversified  ==> diversified,1,0
8569,Real Estate  ==> real estate,1,0
3637,Manufacturing  ==> aerospace,1,0
2038,Manufacturing  ==> aerospace,1,0
6487,Real Estate  ==> shopping malls,1,0
7576,Technology  ==> online games,1,0
6390,Fashion & Retail  ==> Under Armour,1,0
1886,"Service  ==> hotels, investments",1,0
5131,Healthcare  ==> pharmaceuticals,1,0
3376,Diversified  ==> processed milk,1,0
6848,Food and Beverage  ==> beverages,1,0
6136,Finance and Investments  ==> hedge funds,1,0
9652,"Media & Entertainment  ==> media, tech",1,0
4035,Finance and Investments  ==> money management,1,0
8937,Media & Entertainment  ==> publishing,1,0
1721,Fashion & Retail  ==> cosmetics,1,0
9208,Food and Beverage  ==> alcohol,1,0
7433,Manufacturing  ==> agrochemicals,1,0
5634,Automotive  ==> auto parts,1,0
5350,Technology  ==> Instagram,1,0
6806,"Manufacturing  ==> textiles, electronics",1,0
3496,Food and Beverage  ==> packaged foods,1,0
6023,Finance and Investments  ==> online lending,1,0
3439,Logistics  ==> logistics,1,0
5986,"Diversified  ==> insurance, NFL team",1,0
8107,Service  ==> outsourcing,1,0
9308,Manufacturing  ==> manufacturing,1,0
4868,Healthcare  ==> healthcare,1,0
1308,Real Estate  ==> real estate,1,0
2995,Media & Entertainment  ==> search engine,1,0
4385,Media & Entertainment  ==> publishing,1,0
7859,Real Estate  ==> real estate,1,0
2858,Real Estate  ==> real estate,1,0
5585,Energy  ==> energy services,1,0
3661,Real Estate  ==> real estate,1,0
6587,Fashion & Retail  ==> apparel,1,0
6904,"Diversified  ==> oil, banking",1,0
5916,Fashion & Retail  ==> e-commerce,1,0
9665,Construction & Engineering  ==> engineering,1,0
5509,Energy  ==> investments,1,0
4300,Finance and Investments  ==> investments,1,0
4559,Diversified  ==> diversified,1,0
7202,Diversified  ==> diversified,1,0
1225,Diversified  ==> investments,1,0
4482,Diversified  ==> investments,1,0
6963,Metals & Mining  ==> real estate,1,0
2250,Healthcare  ==> pharmaceuticals,1,0
7208,Fashion & Retail  ==> retailing,1,0
8561,Manufacturing  ==> graphite electrodes,1,0
3749,Automotive  ==> car dealerships,1,0
1644,Food and Beverage  ==> dairy,1,0
2097,Service  ==> educational services,1,0
4045,Real Estate  ==> real estate,1,0
4224,Logistics  ==> package delivery,1,0
8154,Technology  ==> online games,1,0
4942,Diversified  ==> property,1,0
7575,"Technology  ==> computer services, telecom",1,0
6708,Technology  ==> software,1,0
6433,Real Estate  ==> real estate,1,0
4200,Fashion & Retail  ==> retail,1,0
7019,Real Estate  ==> real estate,1,0
6366,Finance and Investments  ==> investments,1,0
4190,Energy  ==> power,1,0
6723,Construction & Engineering  ==> construction,1,0
6778,Technology  ==> software services,1,0
3345,Healthcare  ==> vaccines,1,0
8594,Manufacturing  ==> leisure craft,1,0
5190,Finance and Investments  ==> hedge funds,1,0
2536,Construction & Engineering  ==> real estate,1,0
9589,"Metals & Mining  ==> commodities, investments",1,0
5321,Logistics  ==> trading company,1,0
5994,Fashion & Retail  ==> sourcing,1,0
4864,Media & Entertainment  ==> cable television,1,0
7574,Manufacturing  ==> textiles,1,0
5553,Service  ==> EasyJet,1,0
9894,Diversified  ==> diversified,1,0
2888,Finance and Investments  ==> investments,1,0
7423,Metals & Mining  ==> mining,1,0
9872,Real Estate  ==> real estate,1,0
8568,"Food and Beverage  ==> bakeries, fast food",1,0
3782,Finance and Investments  ==> insurance,1,0
3498,Food and Beverage  ==> coffee chain,1,-3
8087,Fashion & Retail  ==> jewelry,1,0
7148,Finance and Investments  ==> investment banking,1,0
9573,Technology  ==> software,1,0
5330,Healthcare  ==> pharmaceuticals,1,0
4883,Manufacturing  ==> investments,1,0
3802,"Finance and Investments  ==> banking, insurance, media",1,0
8055,Technology  ==> video games,1,0
6050,Technology  ==> retail,1,0
9545,Healthcare  ==> medical products,1,0
1866,Automotive  ==> auto dealerships,1,0
6633,Manufacturing  ==> lithium,1,0
5236,Technology  ==> Manufacturing,1,0
9404,Metals & Mining  ==> investments,1,0
4549,Fashion & Retail  ==> fashion retail,1,0
7614,"Media & Entertainment  ==> cable TV, investments",1,0
2968,Diversified  ==> diversified,1,0
8807,Telecom  ==> telecom,1,0
2808,"Fashion & Retail  ==> real estate, retail",1,0
8034,Manufacturing  ==> power equipment,1,0
4734,Technology  ==> software services,1,0
1121,Finance and Investments  ==> investments,1,0
9429,"Energy  ==> sugar, ethanol",1,0
5801,Real Estate  ==> real estate,1,0
8221,Media & Entertainment  ==> computer games,1,0
1591,"Metals & Mining  ==> steel pipes, diversified",1,0
6694,Fashion & Retail  ==> luxury goods,1,0
6142,Fashion & Retail  ==> luxury goods,1,0
9223,Healthcare  ==> health care,1,0
8075,Sports  ==> sports teams,1,0
4542,Fashion & Retail  ==> supermarkets,1,0
7706,Real Estate  ==> real estate,1,0
8515,Technology  ==> robotics,1,0
9427,Energy  ==> petrochemicals,1,0
8645,Fashion & Retail  ==> retail,1,0
8047,"Energy  ==> oil & gas, investments",1,0
7091,Real Estate  ==> hotels,1,0
8140,Manufacturing  ==> palm oil,1,0
6715,Service  ==> education,1,4
5152,Healthcare  ==> pharmaceuticals,1,0
3944,Manufacturing  ==> toys,1,0
7938,Real Estate  ==> real estate,1,0
7150,Metals & Mining  ==> steel,1,0
7190,Telecom  ==> telecom,1,0
6825,Metals & Mining  ==> steel,1,0
9966,Automotive  ==> auto parts,1,0
7932,Telecom  ==> telecom services,1,0
1367,Diversified  ==> conglomerate,1,0
9435,Energy  ==> natural gas,1,0
5859,Energy  ==> natural gas,1,0
8079,Finance and Investments  ==> finance,1,0
6788,Technology  ==> software,1,0
7878,Manufacturing  ==> metal processing,1,0
8360,Food and Beverage  ==> beer,1,0
8707,"Finance and Investments  ==> precious metals, real estate",1,0
4167,Technology  ==> online games,1,0
3853,Manufacturing  ==> electronic components,1,0
2202,Food and Beverage  ==> wine,1,0
6554,Finance and Investments  ==> cryptocurrency,1,0
1401,Manufacturing  ==> chemicals,1,0
3869,Manufacturing  ==> conglomerate,1,0
5408,Healthcare  ==> pharmaceuticals,1,0
4242,Diversified  ==> diversified,1,0
7751,Gambling & Casinos  ==> betting machines,1,0
3597,Media & Entertainment  ==> television,1,0
5968,Manufacturing  ==> chemicals,1,0
4904,Finance and Investments  ==> venture capital,1,0
6975,Finance and Investments  ==> banking,1,0
2186,Food and Beverage  ==> consumer goods,1,0
1761,Technology  ==> AOL,1,0
8802,Real Estate  ==> property,1,0
1197,Technology  ==> electronics,1,0
8743,Healthcare  ==> pharmaceuticals,1,0
4992,Real Estate  ==> real estate,1,0
5104,"Food and Beverage  ==> food, drinks",1,0
1394,Fashion & Retail  ==> fashion,1,0
5917,Service  ==> Xerox,1,0
3353,Fashion & Retail  ==> shoes,1,0
2473,Finance and Investments  ==> banking,1,0
8368,Telecom  ==> mobile phones,1,0
4129,Finance and Investments  ==> money management,1,0
7021,"Media & Entertainment  ==> TV shows, movies",1,0
3346,Service  ==> education,1,0
5382,Manufacturing  ==> power tools,1,0
1696,Manufacturing  ==> industrial lasers,1,0
8905,Fashion & Retail  ==> Nordstrom department stores,1,0
9056,Service  ==> EasyJet,1,0
9640,Metals & Mining  ==> trust fund,1,0
5183,Manufacturing  ==> toys,1,0
9578,"Construction & Engineering  ==> construction, investments",1,0
2018,"Construction & Engineering  ==> construction, investments",1,0
6868,Real Estate  ==> real estate,1,0
6556,Finance and Investments  ==> hedge funds,1,0
8022,Diversified  ==> chemicals,1,0
7657,Technology  ==> semiconductors,1,0
9469,Technology  ==> semiconductors,1,0
7366,Service  ==> industrial equipment,1,0
8347,Finance and Investments  ==> banking,1,0
1563,Technology  ==> software firm,1,0
6500,Finance and Investments  ==> diversified,1,0
5694,Healthcare  ==> pharmaceuticals,1,0
9885,Fashion & Retail  ==> retail,1,0
8188,Finance and Investments  ==> financial services,1,0
8611,Manufacturing  ==> electronics,1,0
4255,"Energy  ==> oil, banking, telecom",1,0
5883,Diversified  ==> diversified,1,0
9512,Fashion & Retail  ==> retail,1,0
6291,Energy  ==> natural gas,1,0
1178,Manufacturing  ==> chemicals,1,0
8766,Energy  ==> gas,1,0
5489,Manufacturing  ==> solar panel components,1,0
7472,"Fashion & Retail  ==> footwear, apparel",1,0
9646,Diversified  ==> investments,1,0
1186,Fashion & Retail  ==> pharmacies,1,0
7331,Construction & Engineering  ==> construction,1,0
1352,Technology  ==> drones,1,0
6359,Food and Beverage  ==> Cargill,1,0
8157,Food and Beverage  ==> Cargill,1,0
8796,Food and Beverage  ==> Cargill,1,0
9322,Food and Beverage  ==> Cargill,1,0
5851,Diversified  ==> investments,1,0
4915,Technology  ==> Craigslist,1,0
4398,Fashion & Retail  ==> Nordstrom department stores,1,0
1969,Media & Entertainment  ==> media,1,0
7972,Construction & Engineering  ==> toll roads,1,0
9961,Finance and Investments  ==> mutual funds,1,0
7227,Finance and Investments  ==> mutual funds,1,0
5404,Healthcare  ==> pharmaceuticals,1,0
4891,Manufacturing  ==> toys,1,0
9717,Metals & Mining  ==> trust fund,1,0
8813,Metals & Mining  ==> trust fund,1,0
3255,"Manufacturing  ==> fertilizer, real estate",1,0
3301,Finance and Investments  ==> banking,1,0
8640,Diversified  ==> diversified,1,0
5313,Technology  ==> information technology,1,0
4088,Healthcare  ==> pharmaceuticals,1,-29
5100,Manufacturing  ==> chemicals,1,0
5391,Manufacturing  ==> engineering,1,0
7188,Manufacturing  ==> diversified,1,0
2020,Technology  ==> online apparel retail,1,0
9825,Fashion & Retail  ==> retail,1,0
6935,Real Estate  ==> real estate,1,0
1125,Logistics  ==> shipping,1,0
9273,Technology  ==> lighting,1,0
3214,Real Estate  ==> real estate,1,0
6714,Fashion & Retail  ==> supermarkets,1,0
3426,Construction & Engineering  ==> Construction,1,0
5843,Real Estate  ==> real estate,1,0
8608,Finance and Investments  ==> diversified,1,0
3477,Metals & Mining  ==> steel,1,0
2158,Metals & Mining  ==> steel,1,0
9835,"Manufacturing  ==> steel, heavy industry",1,0
1648,Technology  ==> semiconductors,1,0
1855,Metals & Mining  ==> coal mines,1,0
2300,Technology  ==> technology,1,0
1550,Food and Beverage  ==> food,1,0
9844,Automotive  ==> auto distribution,1,0
5828,Food and Beverage  ==> food sweeteners,1,0
6815,Metals & Mining  ==> trust fund,1,0
4945,Service  ==> wastewater treatment,1,0
3932,Real Estate  ==> real estate services,1,0
3523,Real Estate  ==> real estate,1,0
9270,Manufacturing  ==> packaging,1,0
4848,Technology  ==> software,1,0
8884,Service  ==> education,1,0
8493,Food and Beverage  ==> brewery,1,0
7719,"Manufacturing  ==> chemicals, spandex",1,0
1706,Real Estate  ==> real estate,1,0
4732,Manufacturing  ==> glass,1,0
3837,Fashion & Retail  ==> costume jewelry,1,0
2865,Diversified  ==> diversified,1,0
8956,Real Estate  ==> real estate,1,0
9759,Technology  ==> IT products,1,0
6698,Manufacturing  ==> electrical equipment,1,0
9879,Finance and Investments  ==> investments,1,0
8566,Diversified  ==> diversified,1,1
5149,Diversified  ==> diversified,1,1
8320,Fashion & Retail  ==> fashion retail,1,0
6523,Finance and Investments  ==> venture capital investing,1,0
7782,Metals & Mining  ==> Steel,1,0
3727,Finance and Investments  ==> money management,1,0
6919,Finance and Investments  ==> commodities,1,0
5807,"Construction & Engineering  ==> investments, real estate",1,0
8252,Fashion & Retail  ==> cosmetics,1,0
2636,Fashion & Retail  ==> supermarkets,1,0
5977,"Diversified  ==> banking, oil",1,6
6907,"Fashion & Retail  ==> retail, agribusiness",1,0
6305,"Diversified  ==> banking, investments",1,0
7779,Finance and Investments  ==> money management,1,0
3285,Food and Beverage  ==> consumer goods,1,0
2776,Media & Entertainment  ==> animation,1,0
6262,Energy  ==> wind power generation,1,0
4051,Service  ==> ride-hailing service,1,0
1392,Diversified  ==> diversified,1,0
6138,Manufacturing  ==> manufacturing,1,0
6432,Manufacturing  ==> electrical equipment,1,0
2875,Real Estate  ==> real estate,1,0
1868,Food and Beverage  ==> Coca-Cola,1,0
