Rank,country,Population, % of World Population,Date,Source_x,age,gender,image,name,position,Source_y,worth BUSD, worthChange millions USD
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,55,Male,https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377,li shufu,92,Automotive  ==> automobiles,15,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,None,https://specials-images.forbesimg.com/imageserve/5a7cc5bda7ea4316901308f6/416x416.jpg?background=000000&cropX1=15&cropX2=2220&cropY1=44&cropY2=2248,lei jun,118,Technology  ==> smartphones,12,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,Male,https://specials-images.forbesimg.com/imageserve/58dbb68531358e58f079d9b2/416x416.jpg?background=000000&cropX1=51&cropX2=956&cropY1=3&cropY2=908,pan zhengmin,156,Technology  ==> electronics,9,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,72,Male,https://specials-images.forbesimg.com/imageserve/5a7d2b4da7ea431690130f47/416x416.jpg?background=000000&cropX1=1007&cropX2=2584&cropY1=236&cropY2=1812,zong qinghou,161,Food and Beverage  ==> beverages,9,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,None,https://specials-images.forbesimg.com/imageserve/5a7cb3354bbe6f2652f5081f/416x416.jpg?background=000000&cropX1=0&cropX2=2669&cropY1=0&cropY2=2666,guo guangchang,187,Diversified  ==> conglomerate,8,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,None,https://specials-images.forbesimg.com/imageserve/561fad72e4b0ffa7afe5e1cc/416x416.jpg?background=000000&cropX1=24&cropX2=691&cropY1=174&cropY2=841,wang wenxue,221,Real Estate  ==> real estate,7,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,62,None,https://specials-images.forbesimg.com/imageserve/5a8dfa6b4bbe6f2652f62ca0/416x416.jpg?background=000000&cropX1=2&cropX2=877&cropY1=7&cropY2=883,wu shaoxun,236,Food and Beverage  ==> wine,7,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,70,Male,https://specials-images.forbesimg.com/imageserve/5a05f5144bbe6f37dda229ca/416x416.jpg?background=000000&cropX1=358&cropX2=3209&cropY1=6&cropY2=2855,liu yongxing,249,Service  ==> diversified,6,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,62,Male,https:http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688,lin xiucheng,360,Technology  ==> electronics,5,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,66,None,https://specials-images.forbesimg.com/imageserve/5a7cdce9a7ea431690130bca/416x416.jpg?background=000000&cropX1=402&cropX2=3421&cropY1=20&cropY2=3036,liu yonghao,410,Service  ==> agribusiness,4,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,57,Male,https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropX1=4&cropX2=1510&cropY1=7&cropY2=1512,yu yong,419,Finance and Investments  ==> mining,4,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,61,None,https://specials-images.forbesimg.com/imageserve/5a7ccb71a7ea4316901309e5/416x416.jpg?background=000000&cropX1=271&cropX2=2191&cropY1=3&cropY2=1925,li shuirong,446,Manufacturing  ==> petrochemicals,4,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,45,Male,https://specials-images.forbesimg.com/imageserve/5a7d03fba7ea431690130d98/416x416.jpg?background=000000&cropX1=101&cropX2=561&cropY1=90&cropY2=549,wang xing,548,Technology  ==> e-commerce,4,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,70,Male,https://specials-images.forbesimg.com/imageserve/5a8dfe16a7ea4316901410ad/416x416.jpg?background=000000&cropX1=701&cropX2=2810&cropY1=5&cropY2=2112,zhang xuexin,570,Metals & Mining  ==> aluminum,4,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,46,Male,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999,zhang jin,605,Diversified  ==> diversified,3,-8
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,60,None,https:http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780,cao longxiang,630,Healthcare  ==> pharmaceuticals,3,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,52,Female,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009,zhang xin,650,Real Estate  ==> real estate,3,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,52,Male,https://specials-images.forbesimg.com/imageserve/2b6a0c7bcd0e173f3b342365e3667d14/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=63&cropY2=741,chen bang,656,Healthcare  ==> hospitals,3,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,54,Male,https://specials-images.forbesimg.com/imageserve/589d28c431358e1a35ab0bb8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=185&cropY2=929,liu zhongtian,721,Manufacturing  ==> aluminum products,3,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,42,Male,https://specials-images.forbesimg.com/imageserve/5a7ce38031358e4955acfbae/416x416.jpg?background=000000&cropX1=512&cropX2=1610&cropY1=401&cropY2=1499,nie tengyun,752,Service  ==> logistics,3,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,Female,https://specials-images.forbesimg.com/imageserve/5a061b9131358e542c051d82/416x416.jpg?background=000000&cropX1=74&cropX2=842&cropY1=25&cropY2=794,wang laichun,857,Technology  ==> electronics components,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,58,None,https://specials-images.forbesimg.com/imageserve/5a8dfc694bbe6f2652f62cd8/416x416.jpg?background=000000&cropX1=106&cropX2=3224&cropY1=387&cropY2=3506,huang wei,901,Real Estate  ==> real estate,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,Male,https://specials-images.forbesimg.com/imageserve/5a7d249b4bbe6f2652f51279/416x416.jpg?background=000000&cropX1=0&cropX2=1146&cropY1=89&cropY2=1235,zhang wenzhong,922,Fashion & Retail  ==> Retail,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,57,Male,https://specials-images.forbesimg.com/imageserve/9c4a0c1973e27328429243fc03202ab6/416x416.jpg?background=000000&cropX1=144&cropX2=839&cropY1=103&cropY2=798,chen fashu,931,Finance and Investments  ==> investments,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,72,Male,https://specials-images.forbesimg.com/imageserve/5a7cec5ba7ea431690130cd9/416x416.jpg?background=000000&cropX1=14&cropX2=2681&cropY1=542&cropY2=3207,shen wenrong,952,Metals & Mining  ==> steel production,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,52,Male,https://specials-images.forbesimg.com/imageserve/59dd8e324bbe6f37dda04cd3/416x416.jpg?background=000000&cropX1=1392&cropX2=2949&cropY1=418&cropY2=1975,zhang fan,963,Technology  ==> touch screens,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,50,Female,https://specials-images.forbesimg.com/imageserve/d49004dde899836482456b533a9e22d9/416x416.jpg?background=000000&cropX1=159&cropX2=612&cropY1=47&cropY2=500,chen jinxia,1024,Finance and Investments  ==> investments,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,52,None,https://specials-images.forbesimg.com/imageserve/5a7bc51831358e4955ace3a9/416x416.jpg?background=000000&cropX1=6&cropX2=2735&cropY1=955&cropY2=3686,chen hua,1071,Real Estate  ==> real estate,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,57,Male,https://specials-images.forbesimg.com/imageserve/589f2ba431358e1a35ab26e5/416x416.jpg?background=000000&cropX1=3&cropX2=689&cropY1=2&cropY2=688,zhang xiugen,1156,Automotive  ==> automobiles,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,Female,https://specials-images.forbesimg.com/imageserve/5a6f911831358e4955abf07e/416x416.jpg?background=000000&cropX1=120&cropX2=400&cropY1=0&cropY2=280,cheng xue,1162,Food and Beverage  ==> soy sauce,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,55,None,https://specials-images.forbesimg.com/imageserve/589d078d4bbe6f0e55866b49/416x416.jpg?background=000000&cropX1=60&cropX2=562&cropY1=79&cropY2=582,jiang yehua,1178,Real Estate  ==> real estate,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,53,Male,https://specials-images.forbesimg.com/imageserve/5a7cf2ad4bbe6f2652f510b3/416x416.jpg?background=000000&cropX1=3&cropX2=1134&cropY1=6&cropY2=1138,wang changtian,1211,"Media & Entertainment  ==> TV, movie production",2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,53,Male,https://specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=44&cropY2=787,wang wenjing,1212,Technology  ==> business software,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,None,https://specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=44&cropY2=787,ye cheng,1213,Diversified  ==> conglomerate,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,47,Male,https://specials-images.forbesimg.com/imageserve/59de7c1f31358e542c039f26/416x416.jpg?background=000000&cropX1=621&cropX2=1842&cropY1=330&cropY2=1551,dong wei,1230,Healthcare  ==> pharmaceuticals,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,55,Male,https://specials-images.forbesimg.com/imageserve/5a7cda0fa7ea431690130b75/416x416.jpg?background=000000&cropX1=1126&cropX2=3692&cropY1=63&cropY2=2627,liu ming hui,1249,Energy  ==> natural gas distribution,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,52,Male,https://specials-images.forbesimg.com/imageserve/579b39f7a7ea4374a7c66ecf/416x416.jpg?background=000000&cropX1=60&cropX2=711&cropY1=103&cropY2=754,wang liping,1276,Manufacturing  ==> hydraulic machinery,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,None,https://specials-images.forbesimg.com/imageserve/589f386aa7ea431f3219482d/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=18&cropY2=758,zhu baoguo,1283,Healthcare  ==> pharmaceuticals,2,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,53,None,https://specials-images.forbesimg.com/imageserve/5a7e182aa7ea431690132282/416x416.jpg?background=000000&cropX1=99&cropX2=859&cropY1=82&cropY2=841,xiao yongming,1329,Diversified  ==> fertilizer,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,59,Male,https://specials-images.forbesimg.com/imageserve/5a7d1709a7ea431690130e31/416x416.jpg?background=000000&cropX1=645&cropX2=2738&cropY1=475&cropY2=2570,xue xiangdong,1331,Technology  ==> software,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,68,None,https://specials-images.forbesimg.com/imageserve/5a7d1d1a4bbe6f2652f5122c/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=226&cropY2=2617,zhang daocai,1334,Diversified  ==> valves,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,Female,https://specials-images.forbesimg.com/imageserve/f3003f57a1ce583755a240f1d66540ee/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=85&cropY2=826,zhou xiaoguang,1337,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,69,Male,https://specials-images.forbesimg.com/imageserve/5a7bbd8831358e4955ace31a/416x416.jpg?background=000000&cropX1=377&cropX2=2396&cropY1=55&cropY2=2073,an kang,1341,Healthcare  ==> pharmaceuticals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/589cf15ba7ea431f32192819/416x416.jpg?background=000000&cropX1=13&cropX2=715&cropY1=84&cropY2=787,cui genliang,1355,Manufacturing  ==> electric components,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,68,Male,https://specials-images.forbesimg.com/imageserve/64f4574ad7b5505ab16f5d497d87e711/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746,sun shoukuan,1385,Manufacturing  ==> metals. coal,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,None,https://specials-images.forbesimg.com/imageserve/561fbe7de4b0ffa7afe5e598/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749,wu yulan,1389,Healthcare  ==> pharmaceuticals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,67,Male,https://specials-images.forbesimg.com/imageserve/5a7c85daa7ea43169013019b/416x416.jpg?background=000000&cropX1=527&cropX2=2418&cropY1=8&cropY2=1897,chen xueli,1408,Healthcare  ==> pharmaceuticals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,67,Male,https://specials-images.forbesimg.com/imageserve/bf1741ac1959019444c9f5a8a89a413d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=55&cropY2=799,jiang yintai,1428,Automotive  ==> auto parts,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,None,https://specials-images.forbesimg.com/imageserve/5a7ce86231358e4955acfbed/416x416.jpg?background=000000&cropX1=28&cropX2=3368&cropY1=952&cropY2=4290,qi jinxing,1460,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,Male,https://specials-images.forbesimg.com/imageserve/57a3b4d7a7ea4337c2cef3c2/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746,qi shi,1461,Technology  ==> financial information,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,54,Male,https://specials-images.forbesimg.com/imageserve/363e7bc321591a10e36706087ef904de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=348&cropY2=1091,xu qiming,1475,"Diversified  ==> food, art",1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,Female,https://specials-images.forbesimg.com/imageserve/363e7bc321591a10e36706087ef904de/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=348&cropY2=1091,zhang xiaojuan,1476,Logistics  ==> logistics,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,41,Female,https://specials-images.forbesimg.com/imageserve/5a8143b84bbe6f2652f5470b/416x416.jpg?background=000000&cropX1=10&cropX2=2400&cropY1=306&cropY2=2696,chen xiaoying,1493,Logistics  ==> package delivery,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,82,Male,https://specials-images.forbesimg.com/imageserve/5a80a2d3a7ea431690133ae8/416x416.jpg?background=000000&cropX1=706&cropX2=2899&cropY1=0&cropY2=2192,ruan shuilong,1531,Manufacturing  ==> chemicals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,Male,https://specials-images.forbesimg.com/imageserve/5a97290831358e79a28a9ce0/416x416.jpg?background=000000&cropX1=0&cropX2=945&cropY1=83&cropY2=1028,wang yaohai,1542,Technology  ==> lighting,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,49,None,https://specials-images.forbesimg.com/imageserve/5a7d09b131358e4955acfcf0/416x416.jpg?background=000000&cropX1=9&cropX2=1559&cropY1=33&cropY2=1584,wong kwong yu,1550,Fashion & Retail  ==> retail,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,46,None,https://specials-images.forbesimg.com/imageserve/5a7e66254bbe6f2652f52a49/416x416.jpg?background=000000&cropX1=103&cropX2=1435&cropY1=92&cropY2=1424,yu rong,1556,Healthcare  ==> health clinics,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,Male,https://specials-images.forbesimg.com/imageserve/56c68b36e4b062f6b59a1448/416x416.jpg?background=000000&cropX1=0&cropX2=731&cropY1=124&cropY2=856,huang zhuangmian,1590,Logistics  ==> logistics,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,66,Male,https://specials-images.forbesimg.com/imageserve/5a875a434bbe6f2652f5cb99/416x416.jpg?background=000000&cropX1=360&cropX2=1479&cropY1=168&cropY2=1288,lee yin yee,1599,Manufacturing  ==> glass,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,41,Male,https://specials-images.forbesimg.com/imageserve/5a7e306031358e4955ad11cf/416x416.jpg?background=000000&cropX1=1814&cropX2=5505&cropY1=24&cropY2=3712,li weiwei,1601,Technology  ==> online games,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,None,Female,https://specials-images.forbesimg.com/imageserve/2c9342e6b6c03eec93a23ec68d9abad9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791,tang jianfang,1633,Food and Beverage  ==> packaged foods,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,63,Male,https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747,zhang hongwei,1648,"Diversified  ==> oil, banking",1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,45,Male,https://specials-images.forbesimg.com/imageserve/5a875da14bbe6f2652f5cc16/416x416.jpg?background=000000&cropX1=790&cropX2=3782&cropY1=244&cropY2=3234,zhang tao,1649,Fashion & Retail  ==> e-commerce,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,42,Female,https://specials-images.forbesimg.com/imageserve/58a094774bbe6f0e55869a51/416x416.jpg?background=000000&cropX1=98&cropX2=744&cropY1=0&cropY2=646,chen liying,1665,Logistics  ==> package delivery,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,45,Male,https://specials-images.forbesimg.com/imageserve/58864f9c5ce6b0e1785051fdc8c26f09/416x416.jpg?background=000000&cropX1=6&cropX2=740&cropY1=153&cropY2=888,wang jing,1739,Telecom  ==> telecom services,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,43,Male,https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropX1=31&cropX2=790&cropY1=43&cropY2=801,zeng kaitian,1748,Technology  ==> online games,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,68,None,https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropX1=31&cropX2=790&cropY1=43&cropY2=801,zhang wanzhen,1749,Manufacturing  ==> electronic components,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,49,Male,https://specials-images.forbesimg.com/imageserve/5a7d26554bbe6f2652f51297/416x416.jpg?background=000000&cropX1=789&cropX2=3360&cropY1=97&cropY2=2670,zhou yifeng,1752,Manufacturing  ==> chemicals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,63,Male,https://specials-images.forbesimg.com/imageserve/589f2ffda7ea431f321947f2/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746,zhou yongli,1753,Manufacturing  ==> conglomerate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,52,Male,https://specials-images.forbesimg.com/imageserve/2ab35b49b2ece993fb88ee046c098dea/416x416.jpg?background=000000&cropX1=42&cropX2=744&cropY1=44&cropY2=747,zhu wenchen,1754,Healthcare  ==> pharmaceuticals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/c117a242f07351ebadec8a87798f7239/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=89&cropY2=832,fu meicheng,1774,"Media & Entertainment  ==> TV shows, movies",1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,65,Male,https://specials-images.forbesimg.com/imageserve/0cbb1af7d866aae7ae316d58d6f367e8/416x416.jpg?background=000000&cropX1=81&cropX2=741&cropY1=5&cropY2=666,liu baolin,1806,Fashion & Retail  ==> pharmacies,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,None,None,https://specials-images.forbesimg.com/imageserve/5a811241a7ea431690134020/416x416.jpg?background=000000&cropX1=849&cropX2=3365&cropY1=0&cropY2=2517,lu di,1808,Technology  ==> drones,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,47,Male,https://specials-images.forbesimg.com/imageserve/e041fff65ccf6e84832824c966725b5a/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,eric ya shen,1832,Technology  ==> online apparel retail,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,48,None,https://specials-images.forbesimg.com/imageserve/5a8df65b31358e4955adff84/416x416.jpg?background=000000&cropX1=189&cropX2=1135&cropY1=0&cropY2=945,shum chiu hung,1834,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,44,Female,https://specials-images.forbesimg.com/imageserve/a5562f28b8b0bcbd132002c1a08dce80/416x416.jpg?background=000000&cropX1=118&cropX2=649&cropY1=37&cropY2=569,wu lanlan,1855,Manufacturing  ==> packaging,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,None,Female,https://specials-images.forbesimg.com/imageserve/a5562f28b8b0bcbd132002c1a08dce80/416x416.jpg?background=000000&cropX1=118&cropX2=649&cropY1=37&cropY2=569,yang meirong,1857,Service  ==> education,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,58,Male,https://specials-images.forbesimg.com/imageserve/5a8dfb21a7ea43169014106c/416x416.jpg?background=000000&cropX1=5&cropX2=2336&cropY1=250&cropY2=2583,yang tingdong,1858,Food and Beverage  ==> brewery,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,57,None,https://specials-images.forbesimg.com/imageserve/562a57ede4b0ffa7afe63004/416x416.jpg?background=000000&cropX1=105&cropX2=744&cropY1=82&cropY2=722,zheng jianjiang,1866,Manufacturing  ==> electrical equipment,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,49,Male,https://specials-images.forbesimg.com/imageserve/97e2cea696b6caa82e72ce79f52e4303/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=64&cropY2=807,cai dongqing,1883,Media & Entertainment  ==> animation,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,47,Male,https://specials-images.forbesimg.com/imageserve/97e2cea696b6caa82e72ce79f52e4303/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=64&cropY2=807,chen bo,1884,Energy  ==> wind power generation,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,36,None,https://specials-images.forbesimg.com/imageserve/59162c8931358e03e5590c24/416x416.jpg?background=000000&cropX1=1046&cropX2=3177&cropY1=126&cropY2=2256,cheng wei,1885,Service  ==> ride-hailing service,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,Male,https://specials-images.forbesimg.com/imageserve/5a8751a34bbe6f2652f5cacf/416x416.jpg?background=000000&cropX1=863&cropX2=3423&cropY1=109&cropY2=2667,fang hongbo,1897,Manufacturing  ==> home appliances,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,64,None,https://specials-images.forbesimg.com/imageserve/562e5762e4b0ffa7afe645e2/416x416.jpg?background=000000&cropX1=0&cropX2=676&cropY1=171&cropY2=848,fu guangming,1902,Food and Beverage  ==> poultry,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,53,Male,https://specials-images.forbesimg.com/imageserve/5a97219931358e79a28a9b01/416x416.jpg?background=000000&cropX1=120&cropX2=4005&cropY1=549&cropY2=4432,gu wei,1906,Manufacturing  ==> consumer electronics,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,65,Male,https://specials-images.forbesimg.com/imageserve/562921a9e4b0ffa7afe6282b/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=13&cropY2=756,jin huiming,1918,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,54,Male,https://specials-images.forbesimg.com/imageserve/9e4f6675e2ba8919ad43e68506b785f3/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=51&cropY2=651,li guangyu,1928,Service  ==> education,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,67,None,https://specials-images.forbesimg.com/imageserve/5a7cdbe9a7ea431690130bc1/416x416.jpg?background=000000&cropX1=269&cropX2=1703&cropY1=0&cropY2=1434,liu xuejing,1934,"Diversified  ==> copper, poultry",1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,Male,https://specials-images.forbesimg.com/imageserve/5a811bdb31358e4955ad30e2/416x416.jpg?background=000000&cropX1=0&cropX2=1918&cropY1=8&cropY2=1927,peng hao,1948,Manufacturing  ==> electronics,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,61,Male,https://specials-images.forbesimg.com/imageserve/5a875c0f4bbe6f2652f5cbc2/416x416.jpg?background=000000&cropX1=513&cropX2=2757&cropY1=182&cropY2=2424,wang wenbiao,1980,"Manufacturing  ==> natural gas, fertilizers",1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,63,Male,https://specials-images.forbesimg.com/imageserve/5a7d1414a7ea431690130e10/416x416.jpg?background=000000&cropX1=11&cropX2=2402&cropY1=394&cropY2=2784,xiu laigui,1984,Healthcare  ==> pharmaceuticals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,58,Male,https://specials-images.forbesimg.com/imageserve/5865576ab60b0bfe8025d6b4b7d9f65f/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=50&cropY2=793,zhang keqiang,1994,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,None,https://specials-images.forbesimg.com/imageserve/5ab292dd31358e79a28c6eda/416x416.jpg?background=000000&cropX1=356&cropX2=2309&cropY1=391&cropY2=2345,chen xiaxin,2019,Diversified  ==> industrial machinery,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,53,Male,https://specials-images.forbesimg.com/imageserve/589d0b2c31358e1a35ab0acb/416x416.jpg?background=000000&cropX1=21&cropX2=715&cropY1=56&cropY2=751,lam lung on,2050,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,86,Male,https://specials-images.forbesimg.com/imageserve/5a7cd16631358e4955acfa40/416x416.jpg?background=000000&cropX1=459&cropX2=3130&cropY1=11&cropY2=2684,liang shezeng,2063,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,49,Male,https://specials-images.forbesimg.com/imageserve/5a7cc1184bbe6f2652f50974/416x416.jpg?background=000000&cropX1=1164&cropX2=2583&cropY1=164&cropY2=1582,jonathan lu,2068,Technology  ==> e-commerce,1,0
