Source,worth BUSD, worthChange millions USD,age,gender,country,image,name,position
energy  ==> petrochemicals,1,0,37,male,none,https://specials-images.forbesimg.com/imageserve/5a80a9b54bbe6f2652f53e96/416x416.jpg?background=000000&cropx1=769&cropx2=3201&cropy1=0&cropy2=2432,kirill shamalov,1726
fashion & retail  ==> retail,1,0,63,none,south korea,https://specials-images.forbesimg.com/imageserve/5b15b3cba7ea436b547f617f/416x416.jpg?background=000000&cropx1=265&cropx2=1438&cropy1=0&cropy2=1172,shin dong-bin,1727
"energy  ==> oil & gas, investments",1,0,54,male,none,https://specials-images.forbesimg.com/imageserve/56d0cda7e4b0c144a7f65cb5/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=48&cropy2=792,evgeny (eugene) shvidler,1728
real estate  ==> hotels,1,0,67,male,none,https://specials-images.forbesimg.com/imageserve/8fb4b0d6a42a8185e60bd39594b5f2e6/416x416.jpg?background=000000&cropx1=143&cropx2=676&cropy1=8&cropy2=541,jasminder singh,1729
manufacturing  ==> palm oil,1,0,58,none,none,https://specials-images.forbesimg.com/imageserve/5834b29931358e698ada7d4b/416x416.jpg?background=000000&cropx1=50&cropx2=668&cropy1=53&cropy2=672,martua sitorus,1730
service  ==> education,1,4,58,male,none,https://specials-images.forbesimg.com/imageserve/91f3da758eeea38c95c76fe1260352d0/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=0&cropy2=744,peter sperling,1731
healthcare  ==> pharmaceuticals,1,0,70,male,poland,https://specials-images.forbesimg.com/imageserve/5a8715d131358e4955ada12a/416x416.jpg?background=000000&cropx1=125&cropx2=1118&cropy1=139&cropy2=1133,jerzy starak,1732
manufacturing  ==> toys,1,0,69,male,none,https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropx1=196&cropx2=486&cropy1=340&cropy2=630,manny stul,1733
real estate  ==> real estate,1,0,63,male,none,https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropx1=196&cropx2=486&cropy1=340&cropy2=630,su rubo,1734
metals & mining  ==> steel,1,0,55,none,turkey,https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropx1=196&cropx2=486&cropy1=340&cropy2=630,fuat tosyali,1735
telecom  ==> telecom,1,0,70,male,none,https://specials-images.forbesimg.com/imageserve/b491c82df35b9f005aeda31736537e21/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=98&cropy2=842,kenny troutt,1736
metals & mining  ==> steel,1,0,70,none,none,https://specials-images.forbesimg.com/imageserve/442e1e3ce8c058cb0c8d31e6555c38df/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=110&cropy2=854,rufino vigil gonzalez,1737
automotive  ==> auto parts,1,0,48,male,people's republic of china,https://specials-images.forbesimg.com/imageserve/442e1e3ce8c058cb0c8d31e6555c38df/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=110&cropy2=854,wang jianfeng,1738
telecom  ==> telecom services,1,0,45,male,china,https://specials-images.forbesimg.com/imageserve/58864f9c5ce6b0e1785051fdc8c26f09/416x416.jpg?background=000000&cropx1=6&cropx2=740&cropy1=153&cropy2=888,wang jing,1739
diversified  ==> conglomerate,1,0,48,none,people's republic of china,https://specials-images.forbesimg.com/imageserve/5a7cf9434bbe6f2652f510e6/416x416.jpg?background=000000&cropx1=1931&cropx2=3868&cropy1=662&cropy2=2598,wang qunbin,1740
energy  ==> natural gas,1,0,62,male,none,https://specials-images.forbesimg.com/imageserve/8fc970638be98f55b64ae148840cddad/416x416.jpg?background=000000&cropx1=106&cropx2=726&cropy1=48&cropy2=668,dan wilks,1741
energy  ==> natural gas,1,0,66,male,united states,https://specials-images.forbesimg.com/imageserve/5a871699a7ea43169013aedf/416x416.jpg?background=000000&cropx1=74&cropx2=547&cropy1=85&cropy2=559,farris wilks,1742
finance and investments  ==> finance,1,0,68,male,none,https://specials-images.forbesimg.com/imageserve/57769e7931358e0aa22dc537/416x416.jpg?background=000000&cropx1=90&cropx2=613&cropy1=56&cropy2=580,thomas wu,1743
technology  ==> software,1,0,47,male,people's republic of china,https://specials-images.forbesimg.com/imageserve/57769e7931358e0aa22dc537/416x416.jpg?background=000000&cropx1=90&cropx2=613&cropy1=56&cropy2=580,yi zheng,1744
manufacturing  ==> metal processing,1,0,67,none,none,https://specials-images.forbesimg.com/imageserve/57769e7931358e0aa22dc537/416x416.jpg?background=000000&cropx1=90&cropx2=613&cropy1=56&cropy2=580,yuan fugen,1745
food and beverage  ==> beer,1,0,75,male,none,https://specials-images.forbesimg.com/imageserve/5a908941a7ea434a0c2720de/416x416.jpg?background=000000&cropx1=817&cropx2=3140&cropy1=1101&cropy2=3423,"richard yuengling, jr.",1746
"finance and investments  ==> precious metals, real estate",1,0,60,none,none,https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropx1=31&cropx2=790&cropy1=43&cropy2=801,gavril yushvaev,1747
technology  ==> online games,1,0,43,male,china,https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropx1=31&cropx2=790&cropy1=43&cropy2=801,zeng kaitian,1748
manufacturing  ==> electronic components,1,0,68,none,china,https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropx1=31&cropx2=790&cropy1=43&cropy2=801,zhang wanzhen,1749
food and beverage  ==> wine,1,0,53,none,none,https://specials-images.forbesimg.com/imageserve/5a8dfe6a4bbe6f2652f62d58/416x416.jpg?background=000000&cropx1=0&cropx2=720&cropy1=44&cropy2=764,zhang yubai,1750
finance and investments  ==> cryptocurrency,1,0,-2019,male,people's republic of china,https://specials-images.forbesimg.com/imageserve/5a7d26554bbe6f2652f51297/416x416.jpg?background=000000&cropx1=789&cropx2=3360&cropy1=97&cropy2=2670,changpeng zhao,1751
manufacturing  ==> chemicals,1,0,49,male,china,https://specials-images.forbesimg.com/imageserve/5a7d26554bbe6f2652f51297/416x416.jpg?background=000000&cropx1=789&cropx2=3360&cropy1=97&cropy2=2670,zhou yifeng,1752
manufacturing  ==> conglomerate,1,0,63,male,china,https://specials-images.forbesimg.com/imageserve/589f2ffda7ea431f321947f2/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=5&cropy2=746,zhou yongli,1753
healthcare  ==> pharmaceuticals,1,0,52,male,china,https://specials-images.forbesimg.com/imageserve/2ab35b49b2ece993fb88ee046c098dea/416x416.jpg?background=000000&cropx1=42&cropx2=744&cropy1=44&cropy2=747,zhu wenchen,1754
diversified  ==> diversified,1,0,73,male,none,https://specials-images.forbesimg.com/imageserve/5a8144134bbe6f2652f54724/416x416.jpg?background=000000&cropx1=156&cropx2=1407&cropy1=79&cropy2=1329,ahmet nazif zorlu,1755
gambling & casinos  ==> betting machines,1,0,94,none,australia,https://specials-images.forbesimg.com/imageserve/59f74a37a7ea436b47b48aab/416x416.jpg?background=000000&cropx1=2&cropx2=1173&cropy1=73&cropy2=1245,len ainsworth,1756
media & entertainment  ==> television,1,0,82,male,none,https://specials-images.forbesimg.com/imageserve/59f74a37a7ea436b47b48aab/416x416.jpg?background=000000&cropx1=2&cropx2=1173&cropy1=73&cropy2=1245,edmund ansin,1757
manufacturing  ==> chemicals,1,0,47,male,switzerland,https://specials-images.forbesimg.com/imageserve/58a65e8b4bbe6f0e55870188/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=87&cropy2=828,markus blocher,1758
finance and investments  ==> venture capital,1,0,67,male,russia,https://specials-images.forbesimg.com/imageserve/5a80aa4f31358e4955ad2b70/416x416.jpg?background=000000&cropx1=321&cropx2=2425&cropy1=9&cropy2=2111,leonid boguslavsky,1759
finance and investments  ==> banking,1,0,65,male,none,https://specials-images.forbesimg.com/imageserve/5a7a2f9c31358e4955acc4c7/416x416.jpg?background=000000&cropx1=886&cropx2=3543&cropy1=11&cropy2=2667,jorge horacio brito,1760
food and beverage  ==> consumer goods,1,0,41,male,none,https://specials-images.forbesimg.com/imageserve/58a0dd82a7ea431f32195ac2/416x416.jpg?background=000000&cropx1=114&cropx2=674&cropy1=50&cropy2=611,saket burman,1761
technology  ==> aol,1,0,59,male,none,https://specials-images.forbesimg.com/imageserve/5a908ff631358e79a28a1f18/416x416.jpg?background=000000&cropx1=26&cropx2=2250&cropy1=77&cropy2=2300,steve case,1762
real estate  ==> property,1,0,73,male,none,https://specials-images.forbesimg.com/imageserve/e727535940097f26824747f5e1551e37/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=2&cropy2=746,jeffrey cheah,1763
technology  ==> electronics,1,0,82,none,none,https://specials-images.forbesimg.com/imageserve/d304679d94328b2f0da6abd0111eaead/416x416.jpg?background=000000&cropx1=2&cropx2=717&cropy1=63&cropy2=778,bruce cheng,1764
healthcare  ==> pharmaceuticals,1,0,49,male,none,https://specials-images.forbesimg.com/imageserve/d304679d94328b2f0da6abd0111eaead/416x416.jpg?background=000000&cropx1=2&cropx2=717&cropy1=63&cropy2=778,cheng xianfeng,1765
real estate  ==> real estate,1,0,50,male,slovakia,https://specials-images.forbesimg.com/imageserve/d304679d94328b2f0da6abd0111eaead/416x416.jpg?background=000000&cropx1=2&cropx2=717&cropy1=63&cropy2=778,ivan chrenko,1766
"food and beverage  ==> food, drinks",1,0,83,none,philippines,https://specials-images.forbesimg.com/imageserve/599b5f4431358e60d77698a8/416x416.jpg?background=000000&cropx1=0&cropx2=416&cropy1=0&cropy2=416,eduardo cojuangco,1767
fashion & retail  ==> fashion,1,0,64,none,none,https://specials-images.forbesimg.com/imageserve/5a7f84d24bbe6f2652f53304/416x416.jpg?background=000000&cropx1=727&cropx2=3986&cropy1=7&cropy2=3264,brunello cucinelli,1768
service  ==> xerox,1,0,78,male,none,https:http://specials-images.forbesimg.com/imageserve/5c6d108aa0562eb2d1cc12c2f9b4a345/416x416.jpg?background=000000&cropx1=203&cropx2=1035&cropy1=0&cropy2=833,darwin deason,1769
fashion & retail  ==> shoes,1,0,52,male,none,https://specials-images.forbesimg.com/imageserve/5a7f82544bbe6f2652f532d7/416x416.jpg?background=000000&cropx1=0&cropx2=2158&cropy1=13&cropy2=2173,andrea della valle,1770
finance and investments  ==> banking,1,0,62,male,none,https://specials-images.forbesimg.com/imageserve/5a8d91b5a7ea43169014023a/416x416.jpg?background=000000&cropx1=743&cropx2=3217&cropy1=194&cropy2=2667,jamie dimon,1771
telecom  ==> mobile phones,1,0,54,male,none,https://specials-images.forbesimg.com/imageserve/5a8155e131358e4955ad335a/416x416.jpg?background=000000&cropx1=946&cropx2=4715&cropy1=8&cropy2=3781,charles dunstone,1772
finance and investments  ==> money management,1,0,53,none,canada,https://specials-images.forbesimg.com/imageserve/5a7ba2fa31358e4955ace091/416x416.jpg?background=000000&cropx1=248&cropx2=1918&cropy1=127&cropy2=1798,bruce flatt,1773
"media & entertainment  ==> tv shows, movies",1,0,60,male,china,https://specials-images.forbesimg.com/imageserve/c117a242f07351ebadec8a87798f7239/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=89&cropy2=832,fu meicheng,1774
service  ==> education,1,0,72,male,none,https://specials-images.forbesimg.com/imageserve/5ac2576ba7ea432fbc1dc9a5/416x416.jpg?background=000000&cropx1=4&cropx2=2258&cropy1=9&cropy2=2262,soichiro fukutake,1775
manufacturing  ==> power tools,1,0,53,male,none,https://specials-images.forbesimg.com/imageserve/5a971fefa7ea434a0c279871/416x416.jpg?background=000000&cropx1=80&cropx2=858&cropy1=571&cropy2=1348,don gao,1776
