Source,worth BUSD, worthChange millions USD,age,gender,country,image,name,position
manufacturing  ==> lego,5,0,70,male,none,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropx1=3&cropx2=1380&cropy1=191&cropy2=1568,kjeld kirk kristiansen,356
manufacturing  ==> lego,5,0,42,female,none,https://specials-images.forbesimg.com/imageserve/5a7dd83aa7ea43169013181a/416x416.jpg?background=000000&cropx1=3&cropx2=1380&cropy1=191&cropy2=1568,sofie kirk kristiansen,357
manufacturing  ==> lego,5,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropx1=86&cropx2=713&cropy1=111&cropy2=737,thomas kirk kristiansen,358
manufacturing  ==> smartphone screens,5,0,-2019,none,hong kong,https://specials-images.forbesimg.com/imageserve/5a8709334bbe6f2652f5bfdb/416x416.jpg?background=000000&cropx1=86&cropx2=713&cropy1=111&cropy2=737,lam wai ying,359
technology  ==> electronics,5,0,62,male,china,https:http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropx1=8&cropx2=591&cropy1=105&cropy2=688,lin xiucheng,360
food and beverage  ==> commodities,5,0,56,female,none,https://specials-images.forbesimg.com/imageserve/5a8128b34bbe6f2652f54640/416x416.jpg?background=000000&cropx1=91&cropx2=1241&cropy1=197&cropy2=1346,margarita louis-dreyfus,361
finance and investments  ==> private equity,5,0,74,male,none,https://specials-images.forbesimg.com/imageserve/59d64f804bbe6f37dda00abe/416x416.jpg?background=000000&cropx1=726&cropx2=3183&cropy1=63&cropy2=2519,george roberts,362
real estate  ==> real estate,5,0,79,male,none,https://specials-images.forbesimg.com/imageserve/57e0613b4bbe6f6781c525d6/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=153&cropy2=897,"edward roski, jr.",363
manufacturing  ==> lego,5,0,-2019,female,denmark,https://specials-images.forbesimg.com/imageserve/5a87083431358e4955ad9fd8/416x416.jpg?background=000000&cropx1=546&cropx2=1857&cropy1=0&cropy2=1312,agnete kirk thinggaard,364
"diversified  ==> telecom, oil",5,0,65,male,nigeria,https://specials-images.forbesimg.com/imageserve/5a7fd8c84bbe6f2652f53737/416x416.jpg?background=000000&cropx1=282&cropx2=1706&cropy1=0&cropy2=1424,mike adenuga,365
manufacturing  ==> new balance,5,0,75,male,none,https://specials-images.forbesimg.com/imageserve/5a8ddcc64bbe6f2652f62868/416x416.jpg?background=000000&cropx1=2456&cropx2=3916&cropy1=779&cropy2=2238,jim davis,366
technology  ==> yahoo,5,530,52,male,none,https://specials-images.forbesimg.com/imageserve/5a7de49131358e4955ad092f/416x416.jpg?background=000000&cropx1=1014&cropx2=4154&cropy1=126&cropy2=3264,david filo,367
gambling & casinos  ==> casinos,5,0,55,female,none,https://specials-images.forbesimg.com/imageserve/5a7e73f131358e4955ad1472/416x416.jpg?background=000000&cropx1=185&cropx2=1587&cropy1=304&cropy2=1707,pansy ho,368
finance and investments  ==> private equity,5,0,74,male,united states,https://specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropx1=472&cropx2=1681&cropy1=171&cropy2=1380,henry kravis,369
food and beverage  ==> cheese,5,0,81,male,none,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropx1=690&cropx2=2779&cropy1=601&cropy2=2691,emanuele (lino) saputo,370
"manufacturing  ==> chemicals, logistics",5,0,83,male,none,https://specials-images.forbesimg.com/imageserve/5a7ba7ef4bbe6f2652f4f2de/416x416.jpg?background=000000&cropx1=690&cropx2=2779&cropy1=601&cropy2=2691,xu chuanhua,371
"metals & mining  ==> steel, mining",5,0,59,male,none,https://specials-images.forbesimg.com/imageserve/5a808807a7ea43169013395c/416x416.jpg?background=000000&cropx1=491&cropx2=1657&cropy1=61&cropy2=1226,alexander abramov,372
finance and investments  ==> hedge funds,5,0,69,male,none,https://specials-images.forbesimg.com/imageserve/55fa0dd9e4b0ffa7afe4acc0/416x416.jpg?background=000000&cropx1=34&cropx2=619&cropy1=60&cropy2=645,israel englander,373
service  ==> temp agency,5,0,84,male,none,https://specials-images.forbesimg.com/imageserve/58a37faca7ea431f32198552/416x416.jpg?background=000000&cropx1=132&cropx2=461&cropy1=182&cropy2=511,frits goldschmeding,374
"food and beverage  ==> pizza, sports team",5,0,85,none,united states,https://specials-images.forbesimg.com/imageserve/58aca06f31358e1a35abc56d/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=89&cropy2=833,marian ilitch,375
finance and investments  ==> hedge funds,5,0,73,none,none,https://specials-images.forbesimg.com/imageserve/57e05cda31358e16c589b926/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=26&cropy2=769,bruce kovner,376
media & entertainment  ==> star wars,5,0,74,male,none,https://specials-images.forbesimg.com/imageserve/5a8da89f31358e4955adf4c9/416x416.jpg?background=000000&cropx1=261&cropx2=1671&cropy1=219&cropy2=1629,george lucas,377
media & entertainment  ==> media,5,0,52,none,none,https://specials-images.forbesimg.com/imageserve/59cc09144bbe6f37dd9f9044/416x416.jpg?background=000000&cropx1=774&cropx2=3152&cropy1=5&cropy2=2384,kalanithi maran,378
media & entertainment  ==> publishing,5,0,77,female,none,https://specials-images.forbesimg.com/imageserve/5a7e1011a7ea431690131f77/416x416.jpg?background=000000&cropx1=1434&cropx2=4626&cropy1=7&cropy2=3196,elisabeth mohn,379
food and beverage  ==> frozen foods,5,0,77,male,none,https://specials-images.forbesimg.com/imageserve/30280b1006a2e237496205f17ab820a9/416x416.jpg?background=000000&cropx1=24&cropx2=704&cropy1=42&cropy2=722,"robert rich, jr.",380
"automotive  ==> batteries, automobiles",5,0,52,none,none,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropx1=1031&cropx2=4249&cropy1=7&cropy2=3225,wang chuanfu,381
"diversified  ==> energy, investments",5,0,83,female,none,https://specials-images.forbesimg.com/imageserve/5a7cf5cba7ea431690130d1e/416x416.jpg?background=000000&cropx1=1031&cropx2=4249&cropy1=7&cropy2=3225,maria fernanda amorim,382
"energy  ==> oil, banking, telecom",5,0,63,none,russia,https://specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropx1=0&cropx2=992&cropy1=26&cropy2=1018,pyotr aven,383
fashion & retail  ==> home depot,5,0,89,male,usa,https:http://specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropx1=37&cropx2=744&cropy1=56&cropy2=763,bernard marcus,384
"diversified  ==> banking, minerals",5,0,58,male,brazil,https://specials-images.forbesimg.com/imageserve/5a7b970f4bbe6f2652f4f182/416x416.jpg?background=000000&cropx1=80&cropx2=2749&cropy1=0&cropy2=2670,pedro moreira salles,385
logistics  ==> fedex,5,0,73,male,none,https://specials-images.forbesimg.com/imageserve/56d6fc6ee4b0c144a7f69c91/416x416.jpg?background=000000&cropx1=100&cropx2=717&cropy1=18&cropy2=635,frederick smith,386
healthcare  ==> medical equipment,5,0,64,female,united states,https://specials-images.forbesimg.com/imageserve/55fa1ca9e4b0ffa7afe4ad5a/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=81&cropy2=825,ronda stryker,387
diversified  ==> virgin,5,0,67,male,united kingdom,https://specials-images.forbesimg.com/imageserve/5a81613e4bbe6f2652f54830/416x416.jpg?background=000000&cropx1=1081&cropx2=3606&cropy1=296&cropy2=2820,richard branson,388
media & entertainment  ==> media,5,0,67,male,none,https://specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropx1=1886&cropx2=4500&cropy1=9&cropy2=2624,subhash chandra,389
gambling & casinos  ==> online gambling,5,0,50,female,united kingdom,https://specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropx1=244&cropx2=1268&cropy1=2&cropy2=1026,denise coates,390
"media & entertainment  ==> book distribution, transportation",5,0,82,female,none,https:http://specials-images.forbesimg.com/imageserve/0c186d731d1dfabdfc4d436fc9add327/416x416.jpg?background=000000&cropx1=169&cropx2=644&cropy1=27&cropy2=502,martha ingram,391
real estate  ==> real estate,5,0,70,male,none,https://specials-images.forbesimg.com/imageserve/56896bd8e4b0ffa7afe8a5d8/416x416.jpg?background=000000&cropx1=173&cropx2=1576&cropy1=247&cropy2=1649,law kar po,392
finance and investments  ==> investments,5,0,81,male,none,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropx1=124&cropx2=2188&cropy1=0&cropy2=2066,joe lewis,393
manufacturing  ==> appliances,5,0,70,female,none,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropx1=124&cropx2=2188&cropy1=0&cropy2=2066,gabriella meister,394
"diversified  ==> banking, minerals",5,0,72,none,none,https://specials-images.forbesimg.com/imageserve/2d5e4df45e57233fed043051652af0b8/416x416.jpg?background=000000&cropx1=124&cropx2=2188&cropy1=0&cropy2=2066,fernando roberto moreira salles,395
"diversified  ==> banking, minerals",5,0,56,male,none,https://specials-images.forbesimg.com/imageserve/5a7b7f56a7ea43169012eec2/416x416.jpg?background=000000&cropx1=1941&cropx2=5568&cropy1=48&cropy2=3673,joao moreira salles,396
"finance and investments  ==> banking, minerals",5,0,62,male,brazil,https://specials-images.forbesimg.com/imageserve/5a7b99aa31358e4955ace000/416x416.jpg?background=000000&cropx1=14&cropx2=2133&cropy1=183&cropy2=2304,walther moreira salles junior,397
healthcare  ==> pharmaceuticals,5,0,65,male,none,https://specials-images.forbesimg.com/imageserve/5a7f40de31358e4955ad1ab2/416x416.jpg?background=000000&cropx1=754&cropx2=3948&cropy1=7&cropy2=3203,pankaj patel,398
"service  ==> hotels, investments",5,0,60,female,none,https://specials-images.forbesimg.com/imageserve/83fbe5433dfa59f56151a75692d7107d/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=24&cropy2=768,karen pritzker,399
construction & engineering  ==> cement,5,0,72,male,none,https://specials-images.forbesimg.com/imageserve/5a812d2e31358e4955ad317c/416x416.jpg?background=000000&cropx1=731&cropx2=3382&cropy1=17&cropy2=2666,thomas schmidheiny,400
fashion & retail  ==> duty-free,5,0,60,none,none,https://specials-images.forbesimg.com/imageserve/5ad8dbcc4bbe6f2310f30bbc/416x416.jpg?background=000000&cropx1=983&cropx2=3887&cropy1=388&cropy2=3289,vichai srivaddhanaprabha,401
manufacturing  ==> diapers,5,0,87,male,japan,https://specials-images.forbesimg.com/imageserve/551acc08e4b0ffa93fd266d4/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=100&cropy2=844,keiichiro takahara,402
fashion & retail  ==> retail,5,0,62,none,none,https://specials-images.forbesimg.com/imageserve/5a7f33f14bbe6f2652f52f71/416x416.jpg?background=000000&cropx1=122&cropx2=1106&cropy1=0&cropy2=985,m.a. yusuff ali,403
"energy  ==> oil, investments",4,0,70,none,none,https://specials-images.forbesimg.com/imageserve/59d67a6d31358e542c036094/416x416.jpg?background=000000&cropx1=491&cropx2=1750&cropy1=525&cropy2=1784,robert bass,404
technology  ==> business software,4,0,53,male,united states,https://specials-images.forbesimg.com/imageserve/59d7cc144bbe6f37dda01db7/416x416.jpg?background=000000&cropx1=749&cropx2=2926&cropy1=188&cropy2=2364,marc benioff,405
"construction & engineering  ==> construction, media",4,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/bd193087013752ba2761836aea9beace/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=5&cropy2=748,martin & olivier bouygues,406
automotive  ==> motor vehicles,4,0,80,none,south korea,https://specials-images.forbesimg.com/imageserve/5b15a4284bbe6f74868b8fb9/416x416.jpg?background=000000&cropx1=10&cropx2=3386&cropy1=5&cropy2=3382,chung mong-koo,407
media & entertainment  ==> cable television,4,0,91,male,none,https://specials-images.forbesimg.com/imageserve/04bf8bc05f398814c72260b756b2fc5a/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=39&cropy2=783,charles dolan,408
"energy  ==> oil, real estate",4,0,75,male,united states,https://specials-images.forbesimg.com/imageserve/5605a059e4b0ffa7afe518cd/416x416.jpg?background=000000&cropx1=0&cropx2=374&cropy1=25&cropy2=399,ray lee hunt,409
service  ==> agribusiness,4,0,66,none,china,https://specials-images.forbesimg.com/imageserve/5a7cdce9a7ea431690130bca/416x416.jpg?background=000000&cropx1=402&cropx2=3421&cropy1=20&cropy2=3036,liu yonghao,410
finance and investments  ==> hedge funds,4,0,48,none,none,https://specials-images.forbesimg.com/imageserve/5a8dd57331358e4955adfab7/416x416.jpg?background=000000&cropx1=1830&cropx2=2481&cropy1=47&cropy2=698,john overdeck,411
healthcare  ==> pharmaceuticals,4,0,62,male,india,https://specials-images.forbesimg.com/imageserve/5a7f033b4bbe6f2652f52cc9/416x416.jpg?background=000000&cropx1=532&cropx2=2491&cropy1=207&cropy2=2168,ajay piramal,412
logistics  ==> ports,4,0,58,male,none,https://specials-images.forbesimg.com/imageserve/5a806519a7ea431690133751/416x416.jpg?background=000000&cropx1=937&cropx2=3600&cropy1=6&cropy2=2667,"enrique razon, jr.",413
media & entertainment  ==> media,4,0,95,male,none,https://specials-images.forbesimg.com/imageserve/59d65d5a31358e542c035e47/416x416.jpg?background=000000&cropx1=0&cropx2=2289&cropy1=77&cropy2=2365,sumner redstone,414
metals & mining  ==> pipe manufacturing,4,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/589faa1f31358e1a35ab2c22/416x416.jpg?background=000000&cropx1=130&cropx2=713&cropy1=0&cropy2=583,paolo & gianfelice mario rocca,415
healthcare  ==> medical devices,4,0,63,male,united states,https://specials-images.forbesimg.com/imageserve/ba18b6f38b0a9ad48193fbb68d7e2af2/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=174&cropy2=918,reinhold schmieding,416
finance and investments  ==> hedge funds,4,0,56,male,united states,https://specials-images.forbesimg.com/imageserve/5a8dd482a7ea431690140ad3/416x416.jpg?background=000000&cropx1=1463&cropx2=3000&cropy1=114&cropy2=1650,david siegel,417
metals & mining  ==> steel,4,0,52,male,none,https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropx1=4&cropx2=1510&cropy1=7&cropy2=1512,andrei skoch,418
finance and investments  ==> mining,4,0,57,male,china,https://specials-images.forbesimg.com/imageserve/5a8093dca7ea431690133a06/416x416.jpg?background=000000&cropx1=4&cropx2=1510&cropy1=7&cropy2=1512,yu yong,419
"real estate  ==> real estate, private equity",4,0,76,male,united states,https://specials-images.forbesimg.com/imageserve/55eeed2de4b0ffa7afe46f76/416x416.jpg?background=000000&cropx1=2&cropx2=741&cropy1=145&cropy2=885,sam zell,420
fashion & retail  ==> fashion retail,4,0,58,male,none,https://specials-images.forbesimg.com/imageserve/5a7d28f24bbe6f2652f512b4/416x416.jpg?background=000000&cropx1=0&cropx2=677&cropy1=39&cropy2=716,zhou jianping,421
diversified  ==> diversified,4,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/5a7f0f23a7ea4316901328cb/416x416.jpg?background=000000&cropx1=525&cropx2=2538&cropy1=580&cropy2=2592,bajaj brothers,422
technology  ==> uber,4,0,39,male,canada,https://specials-images.forbesimg.com/imageserve/5a7baaa831358e4955ace13f/416x416.jpg?background=000000&cropx1=251&cropx2=2914&cropy1=6&cropy2=2667,garrett camp,423
food and beverage  ==> chick-fil-a,4,0,64,none,none,https:http://specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropx1=43&cropx2=624&cropy1=27&cropy2=609,bubba cathy,424
food and beverage  ==> chick-fil-a,4,0,65,male,united states,https:http://specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropx1=76&cropx2=632&cropy1=81&cropy2=637,dan cathy,425
technology  ==> surveillance equipment,4,0,50,male,people's republic of china,https://specials-images.forbesimg.com/imageserve/5a7cb12931358e4955acf6aa/416x416.jpg?background=000000&cropx1=5&cropx2=2500&cropy1=621&cropy2=3117,fu liquan,426
fashion & retail  ==> fashion retail,4,0,66,nan,none,https://specials-images.forbesimg.com/imageserve/5a8160bc31358e4955ad3459/416x416.jpg?background=000000&cropx1=406&cropx2=1705&cropy1=0&cropy2=1299,philip & cristina green,427
"energy  ==> oil, real estate",4,0,60,male,russia,https://specials-images.forbesimg.com/imageserve/5a80ad5c4bbe6f2652f53f26/416x416.jpg?background=000000&cropx1=709&cropx2=3372&cropy1=6&cropy2=2667,mikhail gutseriev,428
finance and investments  ==> money management,4,0,77,male,none,https://specials-images.forbesimg.com/imageserve/57e0693fa7ea430a8a1a0744/416x416.jpg?background=000000&cropx1=0&cropx2=692&cropy1=55&cropy2=748,"rupert johnson, jr.",429
technology  ==> uber,4,0,41,none,united states,https://specials-images.forbesimg.com/imageserve/59d657a9a7ea436b47b37bfc/416x416.jpg?background=000000&cropx1=1277&cropx2=3651&cropy1=1191&cropy2=3565,travis kalanick,430
metals & mining  ==> metals,4,0,58,male,none,https://specials-images.forbesimg.com/imageserve/5a809253a7ea4316901339e3/416x416.jpg?background=000000&cropx1=1438&cropx2=5042&cropy1=16&cropy2=3617,andrei kozitsyn,431
fashion & retail  ==> retail,4,0,83,male,none,https://specials-images.forbesimg.com/imageserve/6aa168e1614f8eb78442ac32eba88159/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=129&cropy2=872,horst paulmann,432
metals & mining  ==> fertilizer,4,0,72,none,none,https://specials-images.forbesimg.com/imageserve/6aa168e1614f8eb78442ac32eba88159/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=129&cropy2=872,julio ponce lerou,433
energy  ==> oil & gas,4,0,66,male,usa,https://specials-images.forbesimg.com/imageserve/59d7b0a831358e542c036a26/416x416.jpg?background=000000&cropx1=604&cropx2=1623&cropy1=883&cropy2=1903,trevor rees-jones,434
gambling & casinos  ==> online gambling,4,0,44,male,none,https://specials-images.forbesimg.com/imageserve/722e3047dfe2159900cf97ce4b7468d8/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=21&cropy2=765,mark scheinberg,435
technology  ==> ebay,4,0,53,male,none,https://specials-images.forbesimg.com/imageserve/59d7e2474bbe6f37dda01fd9/416x416.jpg?background=000000&cropx1=1412&cropx2=4500&cropy1=373&cropy2=3463,jeffrey skoll,436
food and beverage  ==> food,4,0,59,male,none,https://specials-images.forbesimg.com/imageserve/97fc228669c9fca0e18d1de9ab1f9021/416x416.jpg?background=000000&cropx1=47&cropx2=683&cropy1=82&cropy2=719,murat ulker,437
finance and investments  ==> investments,4,0,46,none,none,https://specials-images.forbesimg.com/imageserve/5a7e352131358e4955ad1283/416x416.jpg?background=000000&cropx1=921&cropx2=1675&cropy1=330&cropy2=1084,daniel ziff,438
finance and investments  ==> investments,4,0,54,male,none,https://specials-images.forbesimg.com/imageserve/f28727f64bd577600bfc8680b6918a8c/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=37&cropy2=781,dirk ziff,439
finance and investments  ==> investments,4,0,51,male,usa,https:http://specials-images.forbesimg.com/imageserve/a79b15bcfbd8937c1b3ece8bea3b6d8e/416x416.jpg?background=000000&cropx1=0&cropx2=715&cropy1=2&cropy2=717,robert ziff,440
manufacturing  ==> auto parts,4,0,71,male,none,https://specials-images.forbesimg.com/imageserve/98c126cea0829deac65b48b44ed0e22e/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=55&cropy2=796,juergen blickle,441
healthcare  ==> hospitals,4,0,74,male,none,https://specials-images.forbesimg.com/imageserve/58c84489a7ea431f321b1e0e/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=193&cropy2=937,bernard broermann,442
media & entertainment  ==> record label,4,0,71,male,none,https://specials-images.forbesimg.com/imageserve/a7b7be54be6e804267f2130bed323d27/416x416.jpg?background=000000&cropx1=68&cropx2=600&cropy1=82&cropy2=614,clive calder,443
finance and investments  ==> hedge funds,4,0,65,male,none,https://specials-images.forbesimg.com/imageserve/55fa0f3be4b0ffa7afe4accd/416x416.jpg?background=000000&cropx1=18&cropx2=739&cropy1=206&cropy2=928,stanley druckenmiller,444
real estate  ==> real estate,4,0,92,none,united states,https://specials-images.forbesimg.com/imageserve/5a8dd67331358e4955adfb0a/416x416.jpg?background=000000&cropx1=2929&cropx2=3752&cropy1=559&cropy2=1381,ted lerner,445
manufacturing  ==> petrochemicals,4,0,61,none,china,https://specials-images.forbesimg.com/imageserve/5a7ccb71a7ea4316901309e5/416x416.jpg?background=000000&cropx1=271&cropx2=2191&cropy1=3&cropy2=1925,li shuirong,446
gambling & casinos  ==> casinos,4,0,66,male,malaysia,https://specials-images.forbesimg.com/imageserve/5a7fc5e3a7ea431690133158/416x416.jpg?background=000000&cropx1=409&cropx2=1898&cropy1=53&cropy2=1543,lim kok thay,447
healthcare  ==> medical devices,4,0,70,male,none,https://specials-images.forbesimg.com/imageserve/d0b9926c84cb83dc19638faf3e09ff04/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=11&cropy2=754,niels peter louis-hansen,448
"real estate  ==> real estate, investments",4,0,66,none,none,https://specials-images.forbesimg.com/imageserve/5a811cf14bbe6f2652f545bd/416x416.jpg?background=000000&cropx1=200&cropx2=1698&cropy1=0&cropy2=1500,fredrik lundberg,449
food and beverage  ==> cargill,4,0,56,female,united states,https://specials-images.forbesimg.com/imageserve/5a811cf14bbe6f2652f545bd/416x416.jpg?background=000000&cropx1=200&cropx2=1698&cropy1=0&cropy2=1500,gwendolyn sontheim meyer,450
food and beverage  ==> food distribution,4,0,64,male,united states,https:http://specials-images.forbesimg.com/imageserve/033ba8ea1f4e0697e1ca957753400dc9/416x416.jpg?background=000000&cropx1=129&cropx2=651&cropy1=68&cropy2=590,j. christopher reyes,451
food and beverage  ==> food distribution,4,0,62,male,none,https:http://specials-images.forbesimg.com/imageserve/033ba8ea1f4e0697e1ca957753400dc9/416x416.jpg?background=000000&cropx1=129&cropx2=651&cropy1=68&cropy2=590,jude reyes,452
real estate  ==> real estate,4,0,59,female,none,https://specials-images.forbesimg.com/imageserve/5a7e05b04bbe6f2652f522fb/416x416.jpg?background=000000&cropx1=5&cropx2=2269&cropy1=250&cropy2=2515,alexandra schoerghuber,453
real estate  ==> real estate,4,0,89,male,none,https://specials-images.forbesimg.com/imageserve/59d7c3ae31358e542c036bec/416x416.jpg?background=000000&cropx1=535&cropx2=1385&cropy1=103&cropy2=953,sheldon solow,454
diversified  ==> diversified,4,0,83,male,philippines,https://specials-images.forbesimg.com/imageserve/599b5c6e4bbe6f5997f042f6/416x416.jpg?background=000000&cropx1=77&cropx2=384&cropy1=29&cropy2=336,lucio tan,455
"real estate  ==> real estate, retail",4,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/e9477990f0df68ea92063acd9c7228d1/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=160&cropy2=904,majid al futtaim,456
food and beverage  ==> agriculture,4,0,63,male,none,https://specials-images.forbesimg.com/imageserve/5a7dd34f4bbe6f2652f51d49/416x416.jpg?background=000000&cropx1=1172&cropx2=2779&cropy1=13&cropy2=1621,andrej babis,457
diversified  ==> biotech,4,0,50,none,none,https://specials-images.forbesimg.com/imageserve/c1dbd4fa31b702a401ff195c647b54e4/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=73&cropy2=817,dona bertarelli,458
real estate  ==> real estate,4,0,55,male,none,https://specials-images.forbesimg.com/imageserve/561fbcbde4b0ffa7afe5e581/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=0&cropy2=744,cai kui,459
finance and investments  ==> investments,4,0,62,male,none,https://specials-images.forbesimg.com/imageserve/5a7e0381a7ea431690131cd4/416x416.jpg?background=000000&cropx1=5&cropx2=1277&cropy1=33&cropy2=1305,bidzina ivanishvili,460
service  ==> concessions,4,0,78,male,none,https://specials-images.forbesimg.com/imageserve/5a8dd527a7ea431690140b09/416x416.jpg?background=000000&cropx1=0&cropx2=2173&cropy1=386&cropy2=2559,"jeremy jacobs, sr.",461
finance and investments  ==> cryptocurrency,4,0,58,male,none,https://specials-images.forbesimg.com/imageserve/5a8dd527a7ea431690140b09/416x416.jpg?background=000000&cropx1=0&cropx2=2173&cropy1=386&cropy2=2559,chris larsen,462
manufacturing  ==> paper,4,0,76,none,none,https://specials-images.forbesimg.com/imageserve/e24f0d9158264ab6398b101f3749b091/416x416.jpg?background=000000&cropx1=66&cropx2=744&cropy1=76&cropy2=754,patrick lee,463
manufacturing  ==> construction equipment,4,0,61,none,none,https://specials-images.forbesimg.com/imageserve/561fad16e4b0ffa7afe5e1bf/416x416.jpg?background=000000&cropx1=5&cropx2=744&cropy1=82&cropy2=822,liang wengen,464
telecom  ==> telecom,4,0,60,male,none,https://specials-images.forbesimg.com/imageserve/5a7f76684bbe6f2652f5329d/416x416.jpg?background=000000&cropx1=530&cropx2=2995&cropy1=10&cropy2=2477,denis o'brien,465
service  ==> airlines,4,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/55f77d16e4b0ffa7afe49443/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=224&cropy2=968,kapil & rahul bhatia,466
food and beverage  ==> spirits,4,0,75,male,none,https://specials-images.forbesimg.com/imageserve/58c71f63a7ea431f321b0e85/416x416.jpg?background=000000&cropx1=101&cropx2=742&cropy1=73&cropy2=714,jean-pierre cayard,467
"telecom  ==> it, telecom",4,0,57,male,none,https://specials-images.forbesimg.com/imageserve/5b15a4774bbe6f74868b8fd9/416x416.jpg?background=000000&cropx1=3&cropx2=1362&cropy1=0&cropy2=1360,chey tae-won,468
manufacturing  ==> steel,4,0,44,male,none,https://specials-images.forbesimg.com/imageserve/5a7cafb031358e4955acf666/416x416.jpg?background=000000&cropx1=1260&cropx2=4999&cropy1=8&cropy2=3744,fang wei,469
manufacturing  ==> fertilizers,4,0,58,male,none,https://specials-images.forbesimg.com/imageserve/8f717dbb5da19b397ed4670d344be3dc/416x416.jpg?background=000000&cropx1=19&cropx2=744&cropy1=6&cropy2=731,andrei guriev,470
service  ==> education,4,0,77,none,sweden,https://specials-images.forbesimg.com/imageserve/58a2844531358e1a35ab53ff/416x416.jpg?background=000000&cropx1=208&cropx2=688&cropy1=81&cropy2=561,bertil hult,471
real estate  ==> real estate,4,0,50,male,none,https://specials-images.forbesimg.com/imageserve/58a2844531358e1a35ab53ff/416x416.jpg?background=000000&cropx1=208&cropx2=688&cropy1=81&cropy2=561,ji changqun,472
finance and investments  ==> hedge funds,4,0,63,none,united states,https://specials-images.forbesimg.com/imageserve/59d7c9a8a7ea436b47b389b8/416x416.jpg?background=000000&cropx1=284&cropx2=604&cropy1=286&cropy2=606,"paul tudor jones, ii.",473
fashion & retail  ==> retail,4,0,85,male,none,https://specials-images.forbesimg.com/imageserve/58a0e48da7ea431f32195afa/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=216&cropy2=960,robert miller,474
finance and investments  ==> banking,4,0,46,male,none,https://specials-images.forbesimg.com/imageserve/58a398fda7ea431f32198651/416x416.jpg?background=000000&cropx1=0&cropx2=639&cropy1=2&cropy2=642,sergei popov,475
fashion & retail  ==> supermarkets,4,0,68,male,none,https://specials-images.forbesimg.com/imageserve/5a8113674bbe6f2652f544de/416x416.jpg?background=000000&cropx1=750&cropx2=2447&cropy1=219&cropy2=1917,juan roig,476
