id,lastName,age,Unnamed: 0,gender,country,image
7592,scHULZE,77 years old,616,M,United States,https:http://specials-images.forbesimg.com/imageserve/1423046948c12a11b7b90939845786aa/416x416.jpg?background=000000&cropX1=245&cropX2=1029&cropY1=108&cropY2=892
7795,sHETTy,76 years old,617,M,India,https://specials-images.forbesimg.com/imageserve/56cafcc7e4b062f6b59a354a/416x416.jpg?background=000000&cropX1=56&cropX2=703&cropY1=93&cropY2=741
6612,SUTTON,58 years old,618,M,USA,https://specials-images.forbesimg.com/imageserve/56cafcc7e4b062f6b59a354a/416x416.jpg?background=000000&cropX1=56&cropX2=703&cropY1=93&cropY2=741
8008,TAN CAKTIOng,65 years old,619,None,Philippines,https://specials-images.forbesimg.com/imageserve/599b5d1b4bbe6f5997f04310/416x416.jpg?background=000000&cropX1=783&cropX2=3434&cropY1=17&cropY2=2667
4884,YU,52 years old,620,M,None,https://specials-images.forbesimg.com/imageserve/5a7d1bc14bbe6f2652f51217/416x416.jpg?background=000000&cropX1=15&cropX2=1937&cropY1=258&cropY2=2180
2713,zhANg,70 years old,621,Male,China,https://specials-images.forbesimg.com/imageserve/5a8dfe16a7ea4316901410ad/416x416.jpg?background=000000&cropX1=701&cropX2=2810&cropY1=5&cropY2=2112
5616,ZHANg,1985,622,None,None,https://specials-images.forbesimg.com/imageserve/5a7d250aa7ea431690130ede/416x416.jpg?background=000000&cropX1=1389&cropX2=2538&cropY1=771&cropY2=1919
1340,bahWAN,79 years old,623,None,None,https://specials-images.forbesimg.com/imageserve/58accd954bbe6f0e55873ffd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
9711,CARUSO,59 years old,624,M,None,https://specials-images.forbesimg.com/imageserve/5a8dd7e74bbe6f2652f6274e/416x416.jpg?background=000000&cropX1=0&cropX2=1983&cropY1=0&cropY2=1984
1576,goRES,53 years old,625,M,None,https://specials-images.forbesimg.com/imageserve/59dbd23431358e542c0380ab/416x416.jpg?background=000000&cropX1=1074&cropX2=2950&cropY1=130&cropY2=2006
6351,hargrEAVES,71 years old,626,M,None,https://specials-images.forbesimg.com/imageserve/5a815fca4bbe6f2652f547f7/416x416.jpg?background=000000&cropX1=867&cropX2=2267&cropY1=479&cropY2=1880
5631,hERZ,64 years old,627,None,Germany,https://specials-images.forbesimg.com/imageserve/5a815fca4bbe6f2652f547f7/416x416.jpg?background=000000&cropX1=867&cropX2=2267&cropY1=479&cropY2=1880
5725,hERZ,77 years old,628,Male,None,https://specials-images.forbesimg.com/imageserve/58a1d3a331358e1a35ab4263/416x416.jpg?background=000000&cropX1=87&cropX2=630&cropY1=95&cropY2=638
5902,iTO,94 years old,629,M,None,https://specials-images.forbesimg.com/imageserve/9a1adba9e6b474399573d48ba6ef713a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
3223,lAM,69 years old,630,Male,Taiwan,https://specials-images.forbesimg.com/imageserve/56cc32c1e4b062f6b59a4fdd/416x416.jpg?background=000000&cropX1=45&cropX2=651&cropY1=89&cropY2=695
7731,meHTA,,631,Male,India,https://specials-images.forbesimg.com/imageserve/5abba482a7ea432fbc1d5d2a/416x416.jpg?background=000000&cropX1=1748&cropX2=4571&cropY1=233&cropY2=3058
1596,piLLAI,64 years old,632,None,None,https://specials-images.forbesimg.com/imageserve/852181c7f225b2df196d085d65487095/416x416.jpg?background=000000&cropX1=89&cropX2=704&cropY1=81&cropY2=697
5399,RESNICk,,633,,None,https://specials-images.forbesimg.com/imageserve/59d7fd0731358e542c036eb5/416x416.jpg?background=000000&cropX1=575&cropX2=2287&cropY1=341&cropY2=2053
7963,SPEYEr,78 years old,634,M,United States,https://specials-images.forbesimg.com/imageserve/59d7fdd831358e542c036ecf/416x416.jpg?background=000000&cropX1=169&cropX2=1611&cropY1=40&cropY2=1483
1937,STINE,76 years old,635,M,None,https://specials-images.forbesimg.com/imageserve/59d7ff5531358e542c036ed6/416x416.jpg?background=000000&cropX1=352&cropX2=1206&cropY1=124&cropY2=978
6423,TY,85 years old,636,M,None,https://specials-images.forbesimg.com/imageserve/a4d43f17fff8159e27532df9db2b8c45/416x416.jpg?background=000000&cropX1=166&cropX2=744&cropY1=48&cropY2=627
7750,udvar-HAzy,72 years old,637,M,United States,https://specials-images.forbesimg.com/imageserve/59d800764bbe6f37dda021db/416x416.jpg?background=000000&cropX1=489&cropX2=1983&cropY1=247&cropY2=1740
1184,zeLLER,61 years old,638,M,None,https://specials-images.forbesimg.com/imageserve/59d800764bbe6f37dda021db/416x416.jpg?background=000000&cropX1=489&cropX2=1983&cropY1=247&cropY2=1740
9968,BLECHARCZYK,1984,639,None,United States,https://specials-images.forbesimg.com/imageserve/5a8dda51a7ea431690140c1f/416x416.jpg?background=000000&cropX1=891&cropX2=3257&cropY1=303&cropY2=2667
4234,BURDa,78 years old,640,None,None,https://specials-images.forbesimg.com/imageserve/5a7e18774bbe6f2652f5262a/416x416.jpg?background=000000&cropX1=545&cropX2=2767&cropY1=28&cropY2=2251
2761,chEN,60 years old,641,M,None,https://specials-images.forbesimg.com/imageserve/5a7bc417a7ea43169012f465/416x416.jpg?background=000000&cropX1=903&cropX2=3641&cropY1=0&cropY2=2736
5173,chESKy,1983,642,M,United States,https://specials-images.forbesimg.com/imageserve/59d8056a31358e542c036f00/416x416.jpg?background=000000&cropX1=545&cropX2=2830&cropY1=1231&cropY2=3518
4680,dOUGLAs,80 years old,643,Male,None,https://specials-images.forbesimg.com/imageserve/5a811d2e4bbe6f2652f545c3/416x416.jpg?background=000000&cropX1=0&cropX2=1212&cropY1=3&cropY2=1216
6780,gebBIA,1983,644,None,None,https://specials-images.forbesimg.com/imageserve/5a21ca88a7ea432f2e74b67c/416x416.jpg?background=000000&cropX1=135&cropX2=3183&cropY1=289&cropY2=3336
1391,gILGAN,67 years old,645,M,None,https://specials-images.forbesimg.com/imageserve/5a7bb1f84bbe6f2652f4f39e/416x416.jpg?background=000000&cropX1=576&cropX2=4419&cropY1=0&cropY2=3840
4022,grEENE,63 years old,646,None,United States,https://specials-images.forbesimg.com/imageserve/4f11bbb61e2f6e54d13d5d8d64b6af1a/416x416.jpg?background=000000&cropX1=5&cropX2=731&cropY1=61&cropY2=788
2801,jiANG,63 years old,647,None,None,https://specials-images.forbesimg.com/imageserve/562e57f2e4b0ffa7afe645f1/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=113&cropY2=854
3479,kulCZYK,,648,,None,https://specials-images.forbesimg.com/imageserve/5a806eb631358e4955ad27e5/416x416.jpg?background=000000&cropX1=1071&cropX2=4110&cropY1=7&cropY2=3046
9947,lI,52 years old,649,None,Hong Kong,https://specials-images.forbesimg.com/imageserve/1d225270d1a088f84333d4b2d0d6932a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=190&cropY2=934
8472,MCNAIR,81 years old,650,M,United States,https://specials-images.forbesimg.com/imageserve/5a8dda8ba7ea431690140c29/416x416.jpg?background=000000&cropX1=217&cropX2=2655&cropY1=249&cropY2=2686
4611,mIKI,62 years old,651,M,Japan,https://specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374
1199,OTTO-BERNstein,,652,F,Germany,https://specials-images.forbesimg.com/imageserve/5a7e1c9e4bbe6f2652f52679/416x416.jpg?background=000000&cropX1=551&cropX2=2600&cropY1=289&cropY2=2340
3124,renNERT,84 years old,653,M,United States,https://specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710
9736,SAMUELi,63 years old,654,M,USA,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
4532,zENG,52 years old,655,F,None,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
9712,zhANG,46 years old,656,M,China,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
8275,CAPORElla,82 years old,657,Male,United States,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
2764,cUBAN,59 years old,658,M,None,https://specials-images.forbesimg.com/imageserve/59dbe47b31358e542c038283/416x416.jpg?background=000000&cropX1=720&cropX2=1325&cropY1=189&cropY2=793
4512,FISHER,67 years old,659,Male,United States,https://specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455
1852,gilinskI BACAL,60 years old,660,M,None,https://specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810
5360,HALVORsen,57 years old,661,None,None,https://specials-images.forbesimg.com/imageserve/56bde5cbe4b062f6b599bbb8/416x416.jpg?background=000000&cropX1=167&cropX2=591&cropY1=32&cropY2=456
7072,JOHNSon,60 years old,662,M,United States,https:http://specials-images.forbesimg.com/imageserve/57e072564bbe6f6781c526bb/416x416.jpg?background=000000&cropX1=5&cropX2=726&cropY1=39&cropY2=761
6034,JOHNSon,87 years old,663,F,None,https://specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497
3619,joHNSON,63 years old,664,M,None,https://specials-images.forbesimg.com/imageserve/688f019aa8189ba775f5e11b549fe4cc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862
4785,johnSON-LEIPold,61 years old,665,F,None,https://specials-images.forbesimg.com/imageserve/3b6607eb3b5ca0b22bae62c57d6fd590/416x416.jpg?background=000000&cropX1=18&cropX2=324&cropY1=2&cropY2=308
1402,joHNSON-MARQUARt,59 years old,666,F,None,https://specials-images.forbesimg.com/imageserve/2fac3c1d889947907719cf6947ae8980/416x416.jpg?background=000000&cropX1=34&cropX2=1086&cropY1=48&cropY2=1101
9077,kanTOr,64 years old,667,None,None,https://specials-images.forbesimg.com/imageserve/5502fabce4b095aa68c83a04/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
5704,karAPETYAn,52 years old,668,None,None,https://specials-images.forbesimg.com/imageserve/5a80b4c84bbe6f2652f53fed/416x416.jpg?background=000000&cropX1=10&cropX2=2336&cropY1=15&cropY2=2343
1530,ladreit de LACHARRIERE,77 years old,669,Male,None,https://specials-images.forbesimg.com/imageserve/5a7df23ea7ea431690131bca/416x416.jpg?background=000000&cropX1=817&cropX2=3461&cropY1=6&cropY2=2648
6041,leONG,57 years old,670,F,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172
2570,lI,46 years old,671,None,People's Republic of China,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172
4649,loDHA,62 years old,672,None,India,https://specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866
9248,MILKEn,71 years old,673,M,None,https://specials-images.forbesimg.com/imageserve/59dbd2c24bbe6f37dda03520/416x416.jpg?background=000000&cropX1=68&cropX2=928&cropY1=229&cropY2=1088
3907,miLNEr,56 years old,674,None,None,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210
2754,stRUENGMAnn,68 years old,675,M,None,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210
8740,struENGmann,68 years old,676,M,None,https://specials-images.forbesimg.com/imageserve/5a7e557831358e4955ad137a/416x416.jpg?background=000000&cropX1=0&cropX2=2573&cropY1=5&cropY2=2580
2269,tSE,66 years old,677,M,None,https://specials-images.forbesimg.com/imageserve/56703358b0044cf7b67e49b2a2c7d409/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=0&cropY2=740
2122,tsHUVA,69 years old,678,M,None,https://specials-images.forbesimg.com/imageserve/5a7f7ee0a7ea431690132df9/416x416.jpg?background=000000&cropX1=634&cropX2=2310&cropY1=0&cropY2=1675
3950,YIN,67 years old,679,M,None,https://specials-images.forbesimg.com/imageserve/79f9f719edb1a954ae3fd1229a2f9924/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=58&cropY2=801
9565,asHLEY,53 years old,680,Male,None,https://specials-images.forbesimg.com/imageserve/5a815eee31358e4955ad33b5/416x416.jpg?background=000000&cropX1=371&cropX2=2529&cropY1=257&cropY2=2417
8576,cAO,60 years old,681,None,China,https:http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780
8120,hildEBRANd,59 years old,682,Male,None,https://specials-images.forbesimg.com/imageserve/57e06a924bbe6f6781c5268d/416x416.jpg?background=000000&cropX1=105&cropX2=572&cropY1=63&cropY2=530
1268,JIANG,64 years old,683,None,None,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
3713,JOHNSON,53 years old,684,None,USA,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
6235,jOHNSON,55 years old,685,F,None,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
7624,kELLOGg,75 years old,686,M,None,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
8881,lIM,78 years old,687,M,None,https://specials-images.forbesimg.com/imageserve/58f8de6ea7ea437ada26679d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813
6367,LOH,71 years old,688,M,Germany,https://specials-images.forbesimg.com/imageserve/5a7e11c8a7ea431690131fc6/416x416.jpg?background=000000&cropX1=213&cropX2=2548&cropY1=1484&cropY2=3820
5620,mazumdAR-Shaw,65 years old,689,F,India,https://specials-images.forbesimg.com/imageserve/5a7f280a31358e4955ad1901/416x416.jpg?background=000000&cropX1=1272&cropX2=3866&cropY1=0&cropY2=2592
3755,ofER,62 years old,690,Male,None,https://specials-images.forbesimg.com/imageserve/5a7f7c1c31358e4955ad1d35/416x416.jpg?background=000000&cropX1=834&cropX2=3320&cropY1=354&cropY2=2840
3292,PATEl,74 years old,691,None,India,https://specials-images.forbesimg.com/imageserve/5a7f27bf31358e4955ad18fa/416x416.jpg?background=000000&cropX1=6&cropX2=1367&cropY1=376&cropY2=1737
6977,QIN,53 years old,692,M,People's Republic of China,https://specials-images.forbesimg.com/imageserve/a3722ff48b63420aa857d7c876d5c521/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
2280,qIU,66 years old,693,M,None,https://specials-images.forbesimg.com/imageserve/5809442131358e238315e7b8/416x416.jpg?background=000000&cropX1=10&cropX2=2368&cropY1=685&cropY2=3045
2439,raTANAVadi,52 years old,694,M,None,https://specials-images.forbesimg.com/imageserve/5ad8dcad31358e4112b82e3d/416x416.jpg?background=000000&cropX1=203&cropX2=824&cropY1=152&cropY2=773
4687,rINEy,72 years old,695,None,None,https://specials-images.forbesimg.com/imageserve/59dbdb144bbe6f37dda03642/416x416.jpg?background=000000&cropX1=1016&cropX2=2276&cropY1=43&cropY2=1304
7416,SPIELBERg,71 years old,696,M,United States,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446
9707,voLKMANn,,697,F,None,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446
9911,wilHELMsen,88 years old,698,M,Norway,https://specials-images.forbesimg.com/imageserve/58a386e64bbe6f0e5586cff9/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
5703,xU,73 years old,699,None,None,https://specials-images.forbesimg.com/imageserve/580951f5a7ea435b91b04853/416x416.jpg?background=000000&cropX1=2&cropX2=743&cropY1=37&cropY2=778
7718,zHANG,65 years old,700,Male,None,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009
4260,zhANG,52 years old,701,Female,China,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009
5699,zUCKER,66 years old,702,None,None,https://specials-images.forbesimg.com/imageserve/57e124e131358e16c589bb77/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=15&cropY2=759
6614,BENETTON,74 years old,703,None,Italy,https://specials-images.forbesimg.com/imageserve/48e7014b81dcbb5af16440c90335228e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=0&cropY2=741
7570,BENETTOn,77 years old,704,M,None,https://specials-images.forbesimg.com/imageserve/589f893c4bbe6f0e55868e24/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
6269,beneTTON,80 years old,705,F,Italy,https://specials-images.forbesimg.com/imageserve/5a7f90bf31358e4955ad1df2/416x416.jpg?background=000000&cropX1=207&cropX2=2084&cropY1=218&cropY2=2096
7928,benETTON,83 years old,706,None,Italy,https://specials-images.forbesimg.com/imageserve/5a7f9684a7ea431690132eb0/416x416.jpg?background=000000&cropX1=339&cropX2=1832&cropY1=240&cropY2=1734
7041,CHEN,52 years old,707,M,China,https://specials-images.forbesimg.com/imageserve/2b6a0c7bcd0e173f3b342365e3667d14/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=63&cropY2=741
6174,dhINGRa,,708,None,India,https://specials-images.forbesimg.com/imageserve/9d847c68baaab474610d6f09e72d3aff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044
6936,DINIZ,81 years old,709,Male,None,https://specials-images.forbesimg.com/imageserve/5a7b795531358e4955acdd22/416x416.jpg?background=000000&cropX1=0&cropX2=3292&cropY1=330&cropY2=3620
9931,eCCLESTOne,87 years old,710,M,None,https://specials-images.forbesimg.com/imageserve/5a81552831358e4955ad3343/416x416.jpg?background=000000&cropX1=0&cropX2=4194&cropY1=0&cropY2=4192
8337,faULKNER,74 years old,711,F,None,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916
2579,GAO,66 years old,712,M,None,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916
4562,haRRIs,53 years old,713,M,None,https://specials-images.forbesimg.com/imageserve/59dbe59ba7ea436b47b39e9e/416x416.jpg?background=000000&cropX1=871&cropX2=1714&cropY1=764&cropY2=1607
9078,irvING,88 years old,714,None,None,https://specials-images.forbesimg.com/imageserve/5a7ba14f31358e4955ace08e/416x416.jpg?background=000000&cropX1=2&cropX2=542&cropY1=70&cropY2=610
4571,kALYANI,69 years old,715,M,India,https://specials-images.forbesimg.com/imageserve/57d88af331358e16c5898fd0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=250&cropY2=993
5571,kaMENSHChik,50 years old,716,M,None,https://specials-images.forbesimg.com/imageserve/5a80a27ba7ea431690133adf/416x416.jpg?background=000000&cropX1=674&cropX2=3343&cropY1=0&cropY2=2667
7991,leONe,60 years old,717,Male,USA,https://specials-images.forbesimg.com/imageserve/59dbe96a31358e542c0382f6/416x416.jpg?background=000000&cropX1=227&cropX2=3304&cropY1=600&cropY2=3678
5612,LEONG,66 years old,718,M,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e697a4bbe6f2652f52a5c/416x416.jpg?background=000000&cropX1=697&cropX2=3366&cropY1=0&cropY2=2667
6853,milCHAN,73 years old,719,M,None,https://specials-images.forbesimg.com/imageserve/5a7f7a8f31358e4955ad1d1a/416x416.jpg?background=000000&cropX1=121&cropX2=855&cropY1=4&cropY2=738
3794,OTTO,,720,Female,None,https://specials-images.forbesimg.com/imageserve/5a7e2cd1a7ea431690132368/416x416.jpg?background=000000&cropX1=334&cropX2=1593&cropY1=572&cropY2=1832
7134,pRITZKer,57 years old,721,Male,None,https://specials-images.forbesimg.com/imageserve/d7f2d1d54a71e885322e1318b12e4baf/416x416.jpg?background=000000&cropX1=64&cropX2=644&cropY1=105&cropY2=685
9229,pritZKEr,53 years old,722,M,None,https://specials-images.forbesimg.com/imageserve/59dbdd1e31358e542c0381c2/416x416.jpg?background=000000&cropX1=263&cropX2=880&cropY1=174&cropY2=791
8329,rALEs,61 years old,723,M,USA,https://specials-images.forbesimg.com/imageserve/3583fac6b4a087511b3779870cca97f2/416x416.jpg?background=000000&cropX1=116&cropX2=744&cropY1=147&cropY2=775
8051,roKKe,59 years old,724,M,None,https://specials-images.forbesimg.com/imageserve/58a244daa7ea431f32197300/416x416.jpg?background=000000&cropX1=167&cropX2=573&cropY1=55&cropY2=461
3108,SAUL,86 years old,725,M,None,https:http://specials-images.forbesimg.com/imageserve/e2b0e387987c0fa0aef2253b5912e328/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
2944,steRLIng,84 years old,726,None,United States,https://specials-images.forbesimg.com/imageserve/59dbdbf231358e542c038181/416x416.jpg?background=000000&cropX1=690&cropX2=1525&cropY1=459&cropY2=1295
8903,tAHIR,66 years old,727,M,None,https://specials-images.forbesimg.com/imageserve/5a19af6da7ea432f2e7401c7/416x416.jpg?background=000000&cropX1=122&cropX2=1814&cropY1=3&cropY2=1694
2588,taNJUNG,56 years old,728,M,None,https://specials-images.forbesimg.com/imageserve/5a19af124bbe6f37e6586283/416x416.jpg?background=000000&cropX1=834&cropX2=3445&cropY1=0&cropY2=2614
7970,toENNIES,62 years old,729,M,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0ea631358e4955ad0e48/416x416.jpg?background=000000&cropX1=1543&cropX2=4803&cropY1=14&cropY2=3272
1887,ahUNAI,51 years old,730,Male,None,https://specials-images.forbesimg.com/imageserve/921717a472f456933b27aa6242dc34c2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
7401,altuSHKin,47 years old,731,None,None,https://specials-images.forbesimg.com/imageserve/5a80a82031358e4955ad2b29/416x416.jpg?background=000000&cropX1=891&cropX2=4144&cropY1=461&cropY2=3712
8677,bECHTEl,66 years old,732,M,United States,https://specials-images.forbesimg.com/imageserve/57e0790c31358e16c589ba0f/416x416.jpg?background=000000&cropX1=176&cropX2=614&cropY1=119&cropY2=557
3452,BECHTEl,93 years old,733,M,United States,https:http://specials-images.forbesimg.com/imageserve/57f2a847a7ea435a1e1f60fd/416x416.jpg?background=000000&cropX1=29&cropX2=734&cropY1=52&cropY2=758
1575,cannon-BROOKES,38 years old,734,M,None,https://specials-images.forbesimg.com/imageserve/5a99b8d44bbe6f0fa8272c63/416x416.jpg?background=000000&cropX1=2566&cropX2=3589&cropY1=285&cropY2=1307
2512,del pino Y CALVO-SOTelo,59 years old,735,None,None,https://specials-images.forbesimg.com/imageserve/910e6d8352e21187ae4e0c51f41eb089/416x416.jpg?background=000000&cropX1=394&cropX2=2592&cropY1=167&cropY2=2366
9068,dEL VALLE ruiz,79 years old,736,M,None,https://specials-images.forbesimg.com/imageserve/5a7fca614bbe6f2652f53674/416x416.jpg?background=000000&cropX1=364&cropX2=2631&cropY1=4&cropY2=2272
2397,farqUHAR,38 years old,737,Male,None,https://specials-images.forbesimg.com/imageserve/5a99b8d44bbe6f0fa8272c63/416x416.jpg?background=000000&cropX1=1343&cropX2=2509&cropY1=257&cropY2=1421
8682,FOX,81 years old,738,None,None,https://specials-images.forbesimg.com/imageserve/59f743e531358e542c046cc8/416x416.jpg?background=000000&cropX1=146&cropX2=1197&cropY1=3&cropY2=1055
5758,HASLAM,64 years old,739,M,None,https://specials-images.forbesimg.com/imageserve/5a8dd9654bbe6f2652f627b6/416x416.jpg?background=000000&cropX1=51&cropX2=2700&cropY1=108&cropY2=2757
4219,horTEN,77 years old,740,F,Austria,https://specials-images.forbesimg.com/imageserve/56c60525e4b062f6b59a0b1e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
2372,KAO,69 years old,741,M,None,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384
8688,MA,48 years old,742,F,None,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384
3162,mAAG,72 years old,743,M,None,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384
8456,pONOMARENKO,53 years old,744,M,None,https://specials-images.forbesimg.com/imageserve/7d960a12106161ba41d33763044465e8/416x416.jpg?background=000000&cropX1=37&cropX2=739&cropY1=214&cropY2=917
8906,roDRIGUEZ-Pastor,59 years old,745,M,None,https://specials-images.forbesimg.com/imageserve/5a7fda0131358e4955ad22ba/416x416.jpg?background=000000&cropX1=99&cropX2=1496&cropY1=290&cropY2=1688
2861,RUIA,,746,None,None,https://specials-images.forbesimg.com/imageserve/5a7fda0131358e4955ad22ba/416x416.jpg?background=000000&cropX1=99&cropX2=1496&cropY1=290&cropY2=1688
8514,sAGI,46 years old,747,M,None,https://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562
6313,SHANI,63 years old,748,M,Israel,https://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562
3754,skOROBOGATKO,50 years old,749,M,Russia,https://specials-images.forbesimg.com/imageserve/5a808ae2a7ea431690133990/416x416.jpg?background=000000&cropX1=155&cropX2=1287&cropY1=32&cropY2=1164
9135,SUN,55 years old,750,Male,None,https://specials-images.forbesimg.com/imageserve/6ac3c6fe0ad3a3524d1782dc8352606d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747
9964,tONG LIU,69 years old,751,None,None,https://specials-images.forbesimg.com/imageserve/5877c2664bbe6f1f20eaced8/416x416.jpg?background=000000&cropX1=68&cropX2=667&cropY1=343&cropY2=942
9265,vILLAR MIr,86 years old,752,M,Spain,https://specials-images.forbesimg.com/imageserve/5a81131e31358e4955ad304e/416x416.jpg?background=000000&cropX1=424&cropX2=1874&cropY1=0&cropY2=1449
4779,wYNN,76 years old,753,None,None,https://specials-images.forbesimg.com/imageserve/59dbef824bbe6f37dda038b6/416x416.jpg?background=000000&cropX1=800&cropX2=3166&cropY1=120&cropY2=2487
